# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
syntax@0.1	anc-caret	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1898.7	libpcre2_10.46_jit-caps-simdna	1898.7			1.022004	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	anc-caret	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	256.4	pcrec_25b1984f_vm-in-caps-simdna	256.4	pcrec_25b1984f_auto-nocaps-simdna	410.8	excluded	excluded	1.601394	1.602445	1.124863	1.000000	1.795371
syntax@0.1	anc-caret	short-subject-search	plain	pcrec_25b1984f_vm-caps-simdna	244.0	pcrec_25b1984f_vm-caps-simdna	244.0	pcrec_25b1984f_auto-nocaps-simdna	283.2	8.397291	6.399999	1.161807	1.160829	1.000000	1.016536	6.535095
syntax@0.1	anc-dollar	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	80.8	libpcre2_10.46_jit-caps-simdna	212011.0	rust_1.13.1_default-caps-simdna	80.8	36701.085186	2622.873477	6344.610919	6343.051030	27095.832187	27134.092117	1.000000
syntax@0.1	anc-dollar	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1321.7	libpcre2_10.46_jit-caps-simdna	1321.7			1.030538	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	anc-dollar	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.3	pcrec_25b1984f_vm-in-caps-simdna	251.3	pcrec_25b1984f_auto-nocaps-simdna	433.0	excluded	excluded	1.760398	1.723332	1.000280	1.000000	1.833496
syntax@0.1	anc-dollar	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	782.0	pcrec_25b1984f_auto-caps-simdna	782.0	pcrec_25b1984f_auto-nocaps-simdna	783.1	4.128097	2.090762	1.000000	1.001397	1.870803	1.803556	wrong
syntax@0.1	anc-g-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	18.8	pcrec_25b1984f_auto-caps-simdna	18.9	pcrec_25b1984f_auto-nocaps-simdna	18.8	4.765415	5.667034	1.006790	1.000000	64943.333204	64976.749724	refused
syntax@0.1	anc-g-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1905.6	libpcre2_10.46_jit-caps-simdna	1905.6			1.002910	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	anc-g-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	256.8	pcrec_25b1984f_vm-in-caps-simdna	256.8	pcrec_25b1984f_auto-nocaps-simdna	431.9	excluded	excluded	1.682770	1.681849	1.033885	1.000000	refused
syntax@0.1	anc-g-uc	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	316.6	pcrec_25b1984f_auto-caps-simdna	317.1	pcrec_25b1984f_auto-nocaps-simdna	316.6	6.298385	5.043914	1.001628	1.000000	3.303382	3.159837	refused
syntax@0.1	anc-m-caret	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	189762.0	libpcre2_10.46_jit-caps-simdna	189762.0	rust_1.13.1_default-caps-simdna	240471.6	16.970795	1.000000	2.090917	2.092643	6.252556	6.252208	1.267227
syntax@0.1	anc-m-caret	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2355.2	libpcre2_10.46_jit-caps-simdna	2355.2			1.003824	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	anc-m-caret	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	258.1	pcrec_25b1984f_vm-in-caps-simdna	258.1	rust_1.13.1_default-caps-simdna	461.9	excluded	excluded	2.973279	3.002728	1.120682	1.000000	1.789312
syntax@0.1	anc-m-caret	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	494.5	pcrec_25b1984f_auto-caps-simdna	494.5	pcrec_25b1984f_auto-nocaps-simdna	496.6	6.081546	3.543767	1.000000	1.004315	1.811403	1.669208	5.466702
syntax@0.1	anc-m-dollar	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	220209.8	libpcre2_10.46_jit-caps-simdna	220209.8	rust_1.13.1_default-caps-simdna	237373.6	13.524661	1.000000	2.384195	2.379820	8.034221	8.044545	1.077943
syntax@0.1	anc-m-dollar	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1326.5	libpcre2_10.46_jit-caps-simdna	1326.5			1.013546	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	anc-m-dollar	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.1	pcrec_25b1984f_vm-in-caps-simdna	251.1	pcrec_25b1984f_auto-nocaps-simdna	440.2	excluded	excluded	1.724618	1.753088	1.003594	1.000000	1.836129
syntax@0.1	anc-m-dollar	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	766.0	pcrec_25b1984f_auto-caps-simdna	770.2	pcrec_25b1984f_auto-nocaps-simdna	766.0	4.191353	2.145956	1.005547	1.000000	1.627390	1.551401	3.097318
syntax@0.1	anc-z-lc	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	79.9	libpcre2_10.46_jit-caps-simdna	212948.5	rust_1.13.1_default-caps-simdna	79.9	36899.534920	2665.896399	6514.471624	6520.641818	22176.888953	22129.934511	1.000000
syntax@0.1	anc-z-lc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1320.4	libpcre2_10.46_jit-caps-simdna	1320.4			1.019057	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	anc-z-lc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.0	pcrec_25b1984f_vm-in-caps-simdna	251.0	pcrec_25b1984f_auto-nocaps-simdna	432.9	excluded	excluded	1.723857	1.724602	1.049835	1.000000	1.834374
syntax@0.1	anc-z-lc	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	698.9	pcrec_25b1984f_auto-caps-simdna	701.3	pcrec_25b1984f_auto-nocaps-simdna	698.9	4.532486	2.515082	1.003408	1.000000	1.775590	1.684114	1.731500
syntax@0.1	anc-z-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	211505.9	libpcre2_10.46_jit-caps-simdna	211505.9	pcrec_25b1984f_auto-nocaps-simdna	512652.4	14.009157	1.000000	2.423525	2.423821	10.338161	10.306583	refused
syntax@0.1	anc-z-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1325.1	libpcre2_10.46_jit-caps-simdna	1325.1			1.014830	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	anc-z-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	251.2	pcrec_25b1984f_vm-caps-simdna	251.2	pcrec_25b1984f_auto-nocaps-simdna	436.7	excluded	excluded	1.725419	1.738706	1.000000	1.000913	refused
syntax@0.1	anc-z-uc	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	781.1	pcrec_25b1984f_auto-caps-simdna	783.6	pcrec_25b1984f_auto-nocaps-simdna	781.1	4.129319	2.089150	1.003129	1.000000	1.889993	1.809834	refused
syntax@0.1	asr-k-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	95008.3	pcrec_25b1984f_auto-caps-simdna	95008.3	pcrec_25b1984f_auto-nocaps-simdna	95477.1	8.005363	1.521284	1.000000	1.004935	14.453332	18.654209	refused
syntax@0.1	asr-k-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1465.0	libpcre2_10.46_jit-caps-simdna	1465.0			1.025817	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	asr-k-uc	match-compliance	whole-subject							excluded	excluded	wrong	wrong	wrong	wrong	refused
syntax@0.1	asr-k-uc	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	538.2	pcrec_25b1984f_auto-caps-simdna	538.2	pcrec_25b1984f_auto-nocaps-simdna	540.3	3.067075	3.225290	1.000000	1.003910	2.042877	2.392763	refused
syntax@0.1	asr-nwb	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	368396.5	libpcre2_10.46_jit-caps-simdna	368396.5	rust_1.13.1_default-caps-simdna	586666.5	7.590712	1.000000	2.724243	2.724603	12.717111	12.754175	1.592487
syntax@0.1	asr-nwb	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1376.2	libpcre2_10.46_jit-caps-simdna	1376.2			1.015264	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	asr-nwb	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	223.5	pcrec_25b1984f_vm-in-caps-simdna	223.5	rust_1.13.1_default-caps-simdna	322.2	excluded	excluded	1.866490	1.860138	1.222110	1.000000	1.441518
syntax@0.1	asr-nwb	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	1108.5	pcrec_25b1984f_auto-caps-simdna	1108.5	pcrec_25b1984f_auto-nocaps-simdna	1108.9	2.080088	1.500540	1.000000	1.000372	1.632709	1.620263	1.610388
syntax@0.1	asr-wb	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	392820.4	libpcre2_10.46_jit-caps-simdna	392820.4	rust_1.13.1_default-caps-simdna	605608.9	7.821617	1.000000	2.528468	2.541516	12.305466	12.264727	1.541694
syntax@0.1	asr-wb	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1440.1	libpcre2_10.46_jit-caps-simdna	1440.1			1.002615	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	asr-wb	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	266.7	pcrec_25b1984f_vm-in-caps-simdna	266.7	rust_1.13.1_default-caps-simdna	424.0	excluded	excluded	1.653239	1.645449	1.111973	1.000000	1.590105
syntax@0.1	asr-wb	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	1076.7	pcrec_25b1984f_auto-caps-simdna	1076.7	pcrec_25b1984f_auto-nocaps-simdna	1081.2	2.007838	1.600123	1.000000	1.004159	1.382662	1.383167	1.924776
syntax@0.1	bak-1	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	12779433.1	libpcre2_10.46_jit-caps-simdna	12779433.1	pcrec_25b1984f_auto-nocaps-simdna	15843669.8	7.684477	1.000000	1.266883	1.239779	1.263495	1.266649	refused
syntax@0.1	bak-1	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2831.2	libpcre2_10.46_jit-caps-simdna	2831.2			1.021362	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	bak-1	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	482.5	pcrec_25b1984f_auto-caps-simdna	497.1	pcrec_25b1984f_auto-nocaps-simdna	482.5	excluded	excluded	1.030199	1.000000	1.030790	1.172686	refused
syntax@0.1	bak-1	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5422.6	libpcre2_10.46_jit-caps-simdna	5422.6	pcrec_25b1984f_auto-nocaps-simdna	7229.9	6.144235	1.000000	1.321379	1.333301	1.320581	1.351494	refused
syntax@0.1	bak-2	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	9965626.6	libpcre2_10.46_jit-caps-simdna	9965626.6	pcrec_25b1984f_auto-nocaps-simdna	13439816.7	9.902203	1.000000	1.367925	1.348617	1.360397	1.777384	refused
syntax@0.1	bak-2	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	4640.5	libpcre2_10.46_interp-caps-simdna	4640.5			1.000000	1.000411	excluded	excluded	excluded	excluded	refused
syntax@0.1	bak-2	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	425.5	pcrec_25b1984f_auto-caps-simdna	425.5	pcrec_25b1984f_auto-nocaps-simdna	430.7	excluded	excluded	1.000000	1.012415	1.011795	1.243010	refused
syntax@0.1	bak-2	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5228.1	libpcre2_10.46_jit-caps-simdna	5228.1	pcrec_25b1984f_auto-nocaps-simdna	6682.2	8.203820	1.000000	1.496519	1.278142	1.494841	1.511358	refused
syntax@0.1	bak-g-rel	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	12803377.6	libpcre2_10.46_jit-caps-simdna	12803377.6	pcrec_25b1984f_auto-nocaps-simdna	16013020.2	7.742105	1.000000	1.247803	1.250687	1.248791	1.270782	refused
syntax@0.1	bak-g-rel	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2851.7	libpcre2_10.46_jit-caps-simdna	2851.7			1.000591	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	bak-g-rel	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	481.4	pcrec_25b1984f_auto-caps-simdna	495.5	pcrec_25b1984f_auto-nocaps-simdna	481.4	excluded	excluded	1.029376	1.000000	1.033556	1.176816	refused
syntax@0.1	bak-g-rel	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5410.6	libpcre2_10.46_jit-caps-simdna	5410.6	pcrec_25b1984f_auto-nocaps-simdna	7232.6	6.169764	1.000000	1.324627	1.336765	1.324384	1.360493	refused
syntax@0.1	bak-k-named	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	464541.4	libpcre2_10.46_jit-caps-simdna	464541.4	pcrec_25b1984f_auto-nocaps-simdna	1805292.7	2.734207	1.000000	3.911362	3.886183	3.909141	3.125986	refused
syntax@0.1	bak-k-named	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1526.8	libpcre2_10.46_interp-caps-simdna	1526.8			1.000000	1.024265	excluded	excluded	excluded	excluded	refused
syntax@0.1	bak-k-named	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	262.6	pcrec_25b1984f_vm-caps-simdna	262.6	pcrec_25b1984f_auto-nocaps-simdna	263.3	excluded	excluded	1.002056	1.002560	1.000000	1.332989	refused
syntax@0.1	bak-k-named	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	1149.5	pcrec_25b1984f_vm-in-caps-simdna	1149.5	pcrec_25b1984f_auto-nocaps-simdna	1312.2	1.454696	1.441638	1.148413	1.141612	1.153113	1.000000	refused
syntax@0.1	bak-py	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	12758094.4	libpcre2_10.46_jit-caps-simdna	12758094.4	pcrec_25b1984f_auto-nocaps-simdna	16003869.1	7.776853	1.000000	1.269832	1.254409	1.253692	1.261221	refused
syntax@0.1	bak-py	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2853.1	libpcre2_10.46_interp-caps-simdna	2853.1			1.000000	1.000833	excluded	excluded	excluded	excluded	refused
syntax@0.1	bak-py	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	484.0	pcrec_25b1984f_auto-caps-simdna	496.0	pcrec_25b1984f_auto-nocaps-simdna	484.0	excluded	excluded	1.024823	1.000000	1.033995	1.165302	refused
syntax@0.1	bak-py	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5430.0	libpcre2_10.46_jit-caps-simdna	5430.0	pcrec_25b1984f_auto-nocaps-simdna	7225.3	6.133151	1.000000	1.320162	1.330624	1.320115	1.352324	refused
syntax@0.1	cls-d	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	1433982.1	pcrec_25b1984f_auto-caps-simdna	1433982.1	pcrec_25b1984f_auto-nocaps-simdna	1443251.2	4.025222	1.640488	1.000000	1.006464	2.378103	2.394961	3.753420
syntax@0.1	cls-d	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1530.3	libpcre2_10.46_jit-caps-simdna	1530.3			1.015909	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-d	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	329.6	pcrec_25b1984f_vm-in-caps-simdna	329.6	pcrec_25b1984f_auto-nocaps-simdna	465.4	excluded	excluded	1.382860	1.412207	1.235239	1.000000	3.552779
syntax@0.1	cls-d	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	673.1	pcrec_25b1984f_auto-caps-simdna	676.2	pcrec_25b1984f_auto-nocaps-simdna	673.1	3.602055	3.039821	1.004531	1.000000	3.145929	2.991135	4.815259
syntax@0.1	cls-dot	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	444715.8	libpcre2_10.46_jit-caps-simdna	444715.8	pcrec_25b1984f_auto-nocaps-simdna	785342.6	6.907699	1.000000	1.764906	1.765942	4.680220	4.704042	3.795080
syntax@0.1	cls-dot	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1425.6	libpcre2_10.46_jit-caps-simdna	1425.6			1.015749	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-dot	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_25b1984f_auto-nocaps-simdna	435.8	excluded	excluded	1.727894	1.715583	1.513796	1.000000	2.284043
syntax@0.1	cls-dot	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	535.5	pcrec_25b1984f_auto-caps-simdna	535.9	pcrec_25b1984f_auto-nocaps-simdna	535.5	4.101799	2.993535	1.000762	1.000000	2.196546	2.098367	4.310916
syntax@0.1	cls-fold-pair	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	436863.8	libpcre2_10.46_jit-caps-simdna	436863.8	rust_1.13.1_default-caps-simdna	670495.0	7.095897	1.000000	1.917279	1.921470	3.939044	3.938866	1.534792
syntax@0.1	cls-fold-pair	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1418.1	libpcre2_10.46_jit-caps-simdna	1418.1			1.017102	1.000000	excluded	excluded	excluded	excluded	excluded
