# reporter: v24 (2026-09-26); filters: subbench=loglines, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (13 record(s) matching this query); records: 7; excluded_invalid: 0; superseded: 6; newer_not_measured: 0; subbench_versions: loglines@0.1; machines: budu-ryzen1600; schema_versions: 1.4,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 7; mixed_x13: False; include_provenance: False; worst_other_core_busy: 13.83% (libpcre2_10.46_jit-caps-simdna / stack-frame / short-subject-search); floor_pattern: floor
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	2576.785276	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	4204.822525	5	1.0000	0	0			yes
baseline	bignum	s-001	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	927.209795	5	1.0000	0	0			no
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	933.760818	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	1053.085962	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1758.718894	5	1.0000	0	0			no
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	3491.718039	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	3513.389322	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	6493.895194	5	1.0000	0	0			yes
baseline	bignum	s-002	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	648.379606	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	651.614698	5	1.0000	0	0			no
rank	bignum	s-002	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	753.805411	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1318.996853	5	1.0000	0	0			no
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	2804.985575	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	2806.465027	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	4608.154314	5	1.0000	0	0			yes
baseline	bignum	s-003	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	764.403835	5	1.0000	0	0			no
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	767.141977	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	781.333058	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1362.282089	5	1.0000	0	0			no
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	2819.721273	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	2820.159973	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	4188.044876	5	1.0000	0	0			yes
baseline	bignum	s-004	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	1218.987128	5	1.0000	0	0			no
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	1222.575032	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	1303.400847	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	2772.532310	5	1.0000	0	0			no
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	4390.957664	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	4401.208589	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	7906.300811	5	1.0000	0	0			yes
baseline	bignum	s-005	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	607.931127	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	608.139614	5	1.0000	0	0			no
rank	bignum	s-005	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	668.985854	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	974.447723	5	1.0000	0	0			no
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	2329.141768	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	2337.696118	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	4045.626230	5	1.0000	0	0			yes
baseline	bignum	s-006	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	712.389467	5	1.0000	0	0			no
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	718.861986	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	962.021323	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	2136.326940	5	1.0000	0	0			no
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	3089.570616	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	3093.368927	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	6027.798205	5	1.0000	0	0			yes
baseline	bignum	s-007	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	923.319874	5	1.0000	0	0			no
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	923.897333	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	928.404048	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1592.180486	5	1.0000	0	0			no
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	3376.543340	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	3391.412204	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	5560.131442	5	1.0000	0	0			yes
baseline	bignum	s-008	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-008	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	327.151667	5	1.0000	0	0			no
rank	bignum	s-008	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	408.920285	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	776.568605	5	1.0000	0	0			no
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	780.290114	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	5	median_ns	1124.201795	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	2433.504726	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	median_ns	2435.847390	5	1.0000	0	0			yes
baseline	bignum	s-009	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	1	median_ns	55.826894	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	2	median_ns	57.138889	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	59.828339	5	1.0000	0	0			no
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	60.230559	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	78.648304	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	151.596120	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	7	median_ns	292.532605	5	1.0000	0	0			no
baseline	bignum	s-010	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	726.654402	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	741.529723	5	1.0000	0	0			no
rank	bignum	s-010	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	952.803965	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1689.465132	5	1.0000	0	0			no
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	3313.540872	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	3318.331827	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	5631.918356	5	1.0000	0	0			yes
baseline	bignum	s-011	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	921.594419	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	925.314800	5	1.0000	0	0			no
rank	bignum	s-011	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	1239.614539	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	2453.508016	5	1.0000	0	0			no
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	3851.087182	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	3859.148068	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	7974.101042	5	1.0000	0	0			yes
baseline	bignum	s-012	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	1289.563892	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	1290.946590	5	1.0000	0	0			no
rank	bignum	s-012	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	1370.468739	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	2591.491099	5	1.0000	0	0			no
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	4760.129332	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	4762.000502	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	8632.254777	5	1.0000	0	0			yes
baseline	bignum	s-013	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-013	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	1090.850638	5	1.0000	0	0			yes
rank	bignum	s-013	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	1173.611611	5	1.0000	0	0			yes
rank	bignum	s-013	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	1175.772152	5	1.0000	0	0			no
rank	bignum	s-013	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1588.096685	5	1.0000	0	0			no
rank	bignum	s-013	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	3945.009949	5	1.0000	0	0			yes
rank	bignum	s-013	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	3950.900268	5	1.0000	0	0			yes
rank	bignum	s-013	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	6203.748697	5	1.0000	0	0			yes
baseline	bignum	s-014	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-014	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	758.525984	5	1.0000	0	0			no
rank	bignum	s-014	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	760.430859	5	1.0000	0	0			yes
rank	bignum	s-014	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	799.197790	5	1.0000	0	0			yes
rank	bignum	s-014	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1907.291138	5	1.0000	0	0			no
rank	bignum	s-014	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	2638.552711	5	1.0000	0	0			yes
rank	bignum	s-014	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	2642.816117	5	1.0000	0	0			yes
rank	bignum	s-014	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	4928.946728	5	1.0000	0	0			yes
baseline	bignum	s-015	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-015	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	924.433430	5	1.0000	0	0			yes
rank	bignum	s-015	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	935.702612	5	1.0000	0	0			no
rank	bignum	s-015	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	989.432289	5	1.0000	0	0			yes
rank	bignum	s-015	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1706.192879	5	1.0000	0	0			no
rank	bignum	s-015	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	3316.240127	5	1.0000	0	0			yes
rank	bignum	s-015	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	3325.346543	5	1.0000	0	0			yes
rank	bignum	s-015	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	6381.667921	5	1.0000	0	0			yes
baseline	bignum	s-016	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-016	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	676.079368	5	1.0000	0	0			no
rank	bignum	s-016	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	677.893477	5	1.0000	0	0			yes
rank	bignum	s-016	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	839.900718	5	1.0000	0	0			yes
rank	bignum	s-016	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	2116.181273	5	1.0000	0	0			no
rank	bignum	s-016	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	2669.469880	5	1.0000	0	0			yes
rank	bignum	s-016	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	2674.782623	5	1.0000	0	0			yes
rank	bignum	s-016	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	5169.228720	5	1.0000	0	0			yes
baseline	bignum	s-017	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-017	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	857.715217	5	1.0000	0	0			no
rank	bignum	s-017	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	858.817213	5	1.0000	0	0			yes
rank	bignum	s-017	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	900.162838	5	1.0000	0	0			yes
rank	bignum	s-017	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1718.917478	5	1.0000	0	0			no
rank	bignum	s-017	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	5	median_ns	3001.589859	5	1.0000	0	0			yes
rank	bignum	s-017	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	3005.638368	5	1.0000	0	0			yes
rank	bignum	s-017	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	5606.437753	5	1.0000	0	0			yes
baseline	bignum	s-018	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-018	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	726.788828	5	1.0000	0	0			yes
rank	bignum	s-018	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	727.189553	5	1.0000	0	0			no
rank	bignum	s-018	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	780.082606	5	1.0000	0	0			yes
rank	bignum	s-018	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	4	median_ns	1895.628799	5	1.0000	0	0			no
rank	bignum	s-018	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	2519.532416	5	1.0000	0	0			yes
rank	bignum	s-018	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	2523.443273	5	1.0000	0	0			yes
rank	bignum	s-018	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	4750.891141	5	1.0000	0	0			yes
baseline	bignum	s-019	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-019	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	322.439264	5	1.0000	0	0			no
rank	bignum	s-019	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	409.876452	5	1.0000	0	0			yes
