# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=bounded, version=0.3, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (1 record(s) matching this query); records: 1; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.6; superseded: 0; newer_not_measured: 0; testees: rust_1.13.1_default-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	rust_1.13.1_default-caps-simdna
bounded@0.3	dig-exact-2	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	715292.7	1.000000
bounded@0.3	dig-exact-2	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	558.7	1.000000
bounded@0.3	dig-exact-2	short-subject-search	plain	rust_1.13.1_default-caps-simdna	7764.1	1.000000
bounded@0.3	dig-exact-32	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	301106.7	1.000000
bounded@0.3	dig-exact-32	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	758.5	1.000000
bounded@0.3	dig-exact-32	short-subject-search	plain	rust_1.13.1_default-caps-simdna	6228.7	1.000000
bounded@0.3	dig-exact-8	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	342580.1	1.000000
bounded@0.3	dig-exact-8	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	842.1	1.000000
bounded@0.3	dig-exact-8	short-subject-search	plain	rust_1.13.1_default-caps-simdna	7064.4	1.000000
bounded@0.3	dig-upto-16	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	336658.1	1.000000
bounded@0.3	dig-upto-16	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	2173.7	1.000000
bounded@0.3	dig-upto-16	short-subject-search	plain	rust_1.13.1_default-caps-simdna	9908.8	1.000000
bounded@0.3	dig-upto-2	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	742456.7	1.000000
bounded@0.3	dig-upto-2	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	665.7	1.000000
bounded@0.3	dig-upto-2	short-subject-search	plain	rust_1.13.1_default-caps-simdna	8340.2	1.000000
bounded@0.3	dig-upto-32	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	312488.0	1.000000
bounded@0.3	dig-upto-32	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	3047.3	1.000000
bounded@0.3	dig-upto-32	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10992.0	1.000000
bounded@0.3	dig-upto-4	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	503856.5	1.000000
bounded@0.3	dig-upto-4	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1019.9	1.000000
bounded@0.3	dig-upto-4	short-subject-search	plain	rust_1.13.1_default-caps-simdna	8641.4	1.000000
bounded@0.3	dig-upto-8	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	411342.9	1.000000
bounded@0.3	dig-upto-8	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1598.6	1.000000
bounded@0.3	dig-upto-8	short-subject-search	plain	rust_1.13.1_default-caps-simdna	9143.0	1.000000
bounded@0.3	dotted4	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	189345.5	1.000000
bounded@0.3	dotted4	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	935.0	1.000000
bounded@0.3	dotted4	short-subject-search	plain	rust_1.13.1_default-caps-simdna	6896.3	1.000000
bounded@0.3	floor	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1753.9	1.000000
bounded@0.3	floor	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	294.6	1.000000
bounded@0.3	floor	short-subject-search	plain	rust_1.13.1_default-caps-simdna	1086.2	1.000000
bounded@0.3	grp-upto-1024	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1388086.5	1.000000
bounded@0.3	grp-upto-1024	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	10810.6	1.000000
bounded@0.3	grp-upto-1024	short-subject-search	plain	rust_1.13.1_default-caps-simdna	14879.4	1.000000
bounded@0.3	hex32	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	254111.9	1.000000
bounded@0.3	hex32	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	753.8	1.000000
bounded@0.3	hex32	short-subject-search	plain	rust_1.13.1_default-caps-simdna	6357.7	1.000000
bounded@0.3	line-80	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1103380.4	1.000000
bounded@0.3	line-80	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	18740.3	1.000000
bounded@0.3	line-80	short-subject-search	plain	rust_1.13.1_default-caps-simdna	22751.8	1.000000
bounded@0.3	nest2-4	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	337076.0	1.000000
bounded@0.3	nest2-4	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	2172.5	1.000000
bounded@0.3	nest2-4	short-subject-search	plain	rust_1.13.1_default-caps-simdna	9908.0	1.000000
bounded@0.3	nest2-64					refused
bounded@0.3	nest2-letters-6	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	676329.3	1.000000
bounded@0.3	nest2-letters-6	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1580.7	1.000000
bounded@0.3	nest2-letters-6	short-subject-search	plain	rust_1.13.1_default-caps-simdna	9247.7	1.000000
bounded@0.3	nest3-16					refused
bounded@0.3	nest3-3	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	326134.3	1.000000
bounded@0.3	nest3-3	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	2553.7	1.000000
bounded@0.3	nest3-3	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10882.8	1.000000
bounded@0.3	pw-8-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	643909.9	1.000000
bounded@0.3	pw-8-64	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	6930.3	1.000000
bounded@0.3	pw-8-64	short-subject-search	plain	rust_1.13.1_default-caps-simdna	20925.1	1.000000
bounded@0.3	year4	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	472218.2	1.000000
bounded@0.3	year4	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	669.2	1.000000
bounded@0.3	year4	short-subject-search	plain	rust_1.13.1_default-caps-simdna	8378.5	1.000000
