# reporter: v24 (2026-09-26); filters: subbench=bounded, version=0.3, until=2026-09-21T03:25:52Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_288d505_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (9 record(s) matching this query); records: 7; excluded_invalid: 0; superseded: 2; newer_not_measured: 0; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.5,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 7; mixed_x13: False; include_provenance: False; worst_other_core_busy: 100.0% (pcrec_288d505_auto-nocaps-simdna / dig-upto-32 / large-subject-throughput); floor_pattern: floor
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
rank	cls-atleast-4096	d-00002	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.005401	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00002	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.408266	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00002	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	1	median_ns	5.320063	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	2	median_ns	5.617499	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	6.479127	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	4	median_ns	13.472068	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	5	median_ns	16.231651	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	31.737557	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00002	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	39.684555	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00005	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00005	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.619550	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00005	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	7.533049	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.902458	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	14.570646	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	5	median_ns	15.317651	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00005	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.059948	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.316501	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00005	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.617058	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	6.665837	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	7.885746	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	4	median_ns	19.779961	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	5	median_ns	22.799012	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	33.461409	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00005	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	38.481749	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00007	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00007	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.616166	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00007	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	7.536579	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.869763	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	15.104775	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	5	median_ns	15.120966	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00007	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	28.971610	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.272886	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00007	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.618847	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	7.274942	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	8.639914	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	4	median_ns	31.395714	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	5	median_ns	34.791385	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	6	median_ns	37.780574	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00007	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	38.461017	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00008	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00008	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.613291	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00008	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	7.530709	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.851769	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	15.424837	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	5	median_ns	15.635635	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00008	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.007595	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.368244	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00008	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.616839	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	7.634333	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	9.519823	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	4	median_ns	31.166376	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	5	median_ns	34.270791	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	34.881849	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00008	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	37.459215	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00009	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00009	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.616363	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00009	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	7.532886	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.891123	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	4	median_ns	15.661742	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00009	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	15.663380	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	28.982867	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.306827	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00009	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.617872	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	7.938418	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	9.271389	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	4	median_ns	33.983511	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	5	median_ns	35.644212	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	6	median_ns	36.909543	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00009	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	39.256516	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00015	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00015	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.615067	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00015	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	7.532637	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.870553	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	17.427724	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	5	median_ns	17.459596	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00015	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.003731	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.295445	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00015	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.617921	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	9.696025	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	12.015332	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	4	median_ns	39.184026	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	43.528664	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	6	median_ns	47.593405	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00015	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	7	median_ns	50.395777	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00016	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00016	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.614557	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00016	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	8.684639	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.944197	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	4	median_ns	17.636858	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00016	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	18.636906	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.280172	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.400764	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00016	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.621409	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	10.993549	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	12.862295	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	4	median_ns	41.060899	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	44.997676	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	6	median_ns	51.679691	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00016	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	7	median_ns	54.426912	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00017	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00017	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.614719	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00017	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	7.533748	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00017	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	9.934718	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00017	match-compliance	whole-subject	separate artifact	pcrec_288d505_auto-nocaps-simdna	measured	pinned	4	median_ns	19.360435	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00017	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	19.811646	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00017	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.058086	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00017	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.344297	5	1.0000	0	0			yes
baseline	cls-atleast-4096	d-00017	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	cls-atleast-4096	d-00017	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.616664	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00017	short-subject-search	plain	same program	pcrec_288d505_auto-nocaps-simdna	measured	pinned	2	median_ns	12.001546	5	1.0000	0	0			no
rank	cls-atleast-4096	d-00017	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	13.202149	5	1.0000	0	0			yes
rank	cls-atleast-4096	d-00017	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	4	median_ns	40.449552	5	1.0000	0	0			yes
