# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=altwide, version=0.2, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (1 record(s) matching this query); records: 1; subbench_versions: altwide@0.2; machines: budu-ryzen1600; schema_versions: 1.6; superseded: 0; newer_not_measured: 0; testees: rust_1.13.1_default-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	rust_1.13.1_default-caps-simdna
altwide@0.2	nar4-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1766813.6	1.000000
altwide@0.2	nar4-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	617.8	1.000000
altwide@0.2	nar4-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10418.7	1.000000
altwide@0.2	nar4-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1903624.3	1.000000
altwide@0.2	nar4-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	618.5	1.000000
altwide@0.2	nar4-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10408.9	1.000000
altwide@0.2	nar4-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	668193.6	1.000000
altwide@0.2	nar4-64	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	617.9	1.000000
altwide@0.2	nar4-64	short-subject-search	plain	rust_1.13.1_default-caps-simdna	5184.4	1.000000
altwide@0.2	pfx3-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	705651.5	1.000000
altwide@0.2	pfx3-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	533.1	1.000000
altwide@0.2	pfx3-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	3850.4	1.000000
altwide@0.2	pfx3-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1643790.2	1.000000
altwide@0.2	pfx3-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	532.7	1.000000
altwide@0.2	pfx3-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10289.5	1.000000
altwide@0.2	s-2048	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	9651807.3	1.000000
altwide@0.2	s-2048	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	542.4	1.000000
altwide@0.2	s-2048	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10613.5	1.000000
altwide@0.2	s-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2157511.3	1.000000
altwide@0.2	s-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	539.4	1.000000
altwide@0.2	s-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10561.4	1.000000
altwide@0.2	s-4096	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	8153400.1	1.000000
altwide@0.2	s-4096	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	647.5	1.000000
altwide@0.2	s-4096	short-subject-search	plain	rust_1.13.1_default-caps-simdna	25585.2	1.000000
altwide@0.2	s-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3489342.1	1.000000
altwide@0.2	s-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	544.6	1.000000
altwide@0.2	s-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10588.1	1.000000
altwide@0.2	sfx-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2232376.4	1.000000
altwide@0.2	sfx-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	541.6	1.000000
altwide@0.2	sfx-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10294.7	1.000000
altwide@0.2	sfx-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3477759.5	1.000000
altwide@0.2	sfx-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	542.3	1.000000
altwide@0.2	sfx-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10453.3	1.000000
altwide@0.2	sfx-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	868547.5	1.000000
altwide@0.2	sfx-64	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	537.6	1.000000
altwide@0.2	sfx-64	short-subject-search	plain	rust_1.13.1_default-caps-simdna	5805.1	1.000000
altwide@0.2	sh1-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1680283.3	1.000000
altwide@0.2	sh1-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	607.2	1.000000
altwide@0.2	sh1-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10289.8	1.000000
altwide@0.2	sh1-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1724325.0	1.000000
altwide@0.2	sh1-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	614.2	1.000000
altwide@0.2	sh1-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10296.4	1.000000
altwide@0.2	sh1-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	789179.4	1.000000
altwide@0.2	sh1-64	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	605.1	1.000000
altwide@0.2	sh1-64	short-subject-search	plain	rust_1.13.1_default-caps-simdna	4478.1	1.000000
altwide@0.2	srt-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2264533.1	1.000000
altwide@0.2	srt-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	897.0	1.000000
altwide@0.2	srt-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11904.7	1.000000
altwide@0.2	srt-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3416422.0	1.000000
altwide@0.2	srt-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1007.8	1.000000
altwide@0.2	srt-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12734.5	1.000000
altwide@0.2	w-1024	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	5719024.9	1.000000
altwide@0.2	w-1024	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1011.6	1.000000
altwide@0.2	w-1024	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12427.8	1.000000
altwide@0.2	w-128	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1805375.4	1.000000
altwide@0.2	w-128	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	778.8	1.000000
altwide@0.2	w-128	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11452.0	1.000000
altwide@0.2	w-192	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1988782.1	1.000000
altwide@0.2	w-192	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	779.4	1.000000
altwide@0.2	w-192	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11543.7	1.000000
altwide@0.2	w-2048	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	9951817.2	1.000000
altwide@0.2	w-2048	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1130.9	1.000000
altwide@0.2	w-2048	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12355.6	1.000000
altwide@0.2	w-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2251186.6	1.000000
altwide@0.2	w-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	907.7	1.000000
altwide@0.2	w-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12071.2	1.000000
altwide@0.2	w-384	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2797091.2	1.000000
altwide@0.2	w-384	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	898.8	1.000000
altwide@0.2	w-384	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12007.7	1.000000
altwide@0.2	w-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3420235.0	1.000000
altwide@0.2	w-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1008.3	1.000000
altwide@0.2	w-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12608.6	1.000000
altwide@0.2	w-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2273091.7	1.000000
altwide@0.2	w-64	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	777.7	1.000000
altwide@0.2	w-64	short-subject-search	plain	rust_1.13.1_default-caps-simdna	10036.5	1.000000
altwide@0.2	w-8	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	195332.1	1.000000
altwide@0.2	w-8	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	772.1	1.000000
altwide@0.2	w-8	short-subject-search	plain	rust_1.13.1_default-caps-simdna	2760.0	1.000000
altwide@0.2	w-96	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1740005.5	1.000000
altwide@0.2	w-96	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	778.0	1.000000
altwide@0.2	w-96	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11373.1	1.000000
altwide@0.2	wb-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1893761.8	1.000000
altwide@0.2	wb-256	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	898.8	1.000000
altwide@0.2	wb-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11232.7	1.000000
altwide@0.2	wb-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2224856.6	1.000000
altwide@0.2	wb-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1008.1	1.000000
altwide@0.2	wb-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11929.3	1.000000
