# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=altwide, version=0.2, since=2026-09-03T03:50:00Z, until=2026-09-06T16:30:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_334fd10e_auto-caps-simdna, testee=pcrec_334fd10e_auto-caps-simdna_noisland, testee=pcrec_334fd10e_auto-nocaps-simdna, testee=pcrec_334fd10e_vm-caps-simdna, testee=pcrec_334fd10e_vm-in-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-caps-simdna_noclsfold; source: store/index.tsv (10 record(s) matching this query); records: 10; subbench_versions: altwide@0.2; machines: budu-ryzen1600; schema_versions: 1.5; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_334fd10e_auto-caps-simdna,pcrec_334fd10e_auto-caps-simdna_noisland,pcrec_334fd10e_auto-nocaps-simdna,pcrec_334fd10e_vm-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-caps-simdna_noclsfold; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_334fd10e_auto-caps-simdna,pcrec_334fd10e_auto-caps-simdna_noisland,pcrec_334fd10e_vm-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-caps-simdna_noclsfold; no=pcrec_334fd10e_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_334fd10e_auto-caps-simdna	pcrec_334fd10e_auto-caps-simdna_noisland	pcrec_334fd10e_auto-nocaps-simdna	pcrec_334fd10e_vm-caps-simdna	pcrec_334fd10e_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-caps-simdna_noclsfold
altwide@0.2	nar4-256	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	1795473.4	pcrec_d34c9131_auto-caps-simdna	1795773.5	pcrec_334fd10e_auto-nocaps-simdna	1795473.4	257.618988	21.853807	1.000694	1.001800	1.000000	4.690059	4.701163	1.000167	4.706608	4.702449
altwide@0.2	nar4-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1876.0	libpcre2_10.46_jit-caps-simdna	1876.0			1.002147	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	nar4-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	349.4	pcrec_d34c9131_vm-caps-simdna_noclsfold	349.4	pcrec_334fd10e_auto-nocaps-simdna	475.0	excluded	excluded	1.357751	1.358986	1.359397	1.081025	1.052975	1.302315	1.002915	1.000000
altwide@0.2	nar4-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	4411.8	pcrec_334fd10e_auto-caps-simdna_noisland	4411.8	pcrec_334fd10e_auto-nocaps-simdna	4422.6	495.335062	42.380992	1.000266	1.000000	1.002434	5.718053	5.916645	1.001281	5.870502	6.018971
altwide@0.2	nar4-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	92376211.8	libpcre2_10.46_jit-caps-simdna	92376211.8			9.896708	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	nar4-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2403.4	libpcre2_10.46_interp-caps-simdna	2403.4			1.000000	1.003625	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	nar4-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	439049.6	libpcre2_10.46_jit-caps-simdna	439049.6			9.897322	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	nar4-64	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna	1910262.1	pcrec_334fd10e_auto-caps-simdna	1910262.1	pcrec_334fd10e_auto-nocaps-simdna	1911088.7	64.224598	3.979234	1.000000	1.000212	1.000433	4.259127	4.263636	1.001954	4.251986	4.222776
altwide@0.2	nar4-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1457.2	libpcre2_10.46_interp-caps-simdna	1457.2			1.000000	1.008580	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	nar4-64	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	338.7	pcrec_d34c9131_vm-caps-simdna	338.7	pcrec_334fd10e_auto-nocaps-simdna	450.9	excluded	excluded	1.318304	1.328289	1.331261	1.048272	1.122352	1.301738	1.000000	1.001812
altwide@0.2	nar4-64	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna	4551.2	pcrec_334fd10e_auto-caps-simdna	4551.2	pcrec_334fd10e_auto-nocaps-simdna	4597.2	125.040201	8.252007	1.000000	1.005022	1.010101	5.336062	5.651333	1.007841	5.676152	5.374746
altwide@0.2	pfx3-256	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	352675.9	libpcre2_10.46_jit-caps-simdna	352675.9	pcrec_334fd10e_auto-nocaps-simdna	365698.3	391.024560	1.000000	1.036758	1.036340	1.036925	8.251609	8.260100	1.037706	8.594407	8.630050
altwide@0.2	pfx3-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	6453.1	libpcre2_10.46_jit-caps-simdna	6453.1			1.005452	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	pfx3-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	337.9	pcrec_d34c9131_vm-caps-simdna_noclsfold	337.9	pcrec_334fd10e_auto-nocaps-simdna	446.5	excluded	excluded	1.312392	1.316839	1.321436	1.000536	1.086491	1.364357	1.001888	1.000000
altwide@0.2	pfx3-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	1219.9	pcrec_334fd10e_auto-caps-simdna_noisland	1219.9	pcrec_334fd10e_auto-nocaps-simdna	1223.0	463.792931	3.516460	1.000836	1.000000	1.002550	12.127049	11.924748	1.000630	11.974705	12.559528
altwide@0.2	pfx3-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	815003.8	libpcre2_10.46_jit-caps-simdna	815003.8			335.965072	1.000000	refused	refused	refused	3.323605	3.299794	refused	3.316772	3.316408
altwide@0.2	pfx3-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	11470.2	libpcre2_10.46_interp-caps-simdna	11470.2			1.000000	1.019398	refused	refused	refused	excluded	excluded	refused	excluded	excluded
altwide@0.2	pfx3-512	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	326.6	pcrec_d34c9131_vm-caps-simdna_noclsfold	326.6			excluded	excluded	refused	refused	refused	1.002881	1.124106	refused	1.001179	1.000000
altwide@0.2	pfx3-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	7507.0	libpcre2_10.46_jit-caps-simdna	7507.0			151.368261	1.000000	refused	refused	refused	2.064004	1.870983	refused	1.910402	1.912281
altwide@0.2	s-2048	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	2640548102.0	libpcre2_10.46_jit-caps-simdna	2640548102.0			7.014301	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	s-2048	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	403778.1	libpcre2_10.46_interp-caps-simdna	403778.1			1.000000	1.000754	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	s-2048	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	13326644.6	libpcre2_10.46_jit-caps-simdna	13326644.6			7.233823	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	s-256	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna_noisland	2884310.7	pcrec_334fd10e_auto-caps-simdna_noisland	2884310.7	pcrec_334fd10e_auto-nocaps-simdna	2900365.2	817.190730	95.671674	1.001624	1.000000	1.005566	5.556437	5.579678	1.000213	5.568490	5.577606
altwide@0.2	s-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	55821.1	libpcre2_10.46_jit-caps-simdna	55821.1			1.000407	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	s-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	366.9	pcrec_d34c9131_vm-caps-simdna	366.9	pcrec_334fd10e_auto-nocaps-simdna	450.3	excluded	excluded	1.231244	1.229914	1.227291	1.012498	1.050226	1.267487	1.000000	1.009700
altwide@0.2	s-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	8246.2	pcrec_334fd10e_auto-caps-simdna_noisland	8246.2	pcrec_334fd10e_auto-nocaps-simdna	8247.0	1481.799559	173.332908	1.000749	1.000000	1.000093	6.395042	6.375002	1.001893	6.358609	6.205652
altwide@0.2	s-4096	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	18640475931.0	libpcre2_10.46_jit-caps-simdna	18640475931.0			1.986796	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	s-4096	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	810287.3	libpcre2_10.46_jit-caps-simdna	810287.3			1.000928	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	s-4096	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	99118069.8	libpcre2_10.46_jit-caps-simdna	99118069.8			1.878387	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	s-512	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	3175770.1	pcrec_d34c9131_auto-caps-simdna	3181191.8	pcrec_334fd10e_auto-nocaps-simdna	3175770.1	1465.593117	187.429292	1.002091	1.002506	1.000000	5.441728	5.426360	1.001707	5.434031	5.430554
altwide@0.2	s-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	106427.1	libpcre2_10.46_interp-caps-simdna	106427.1			1.000000	1.000057	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	s-512	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	380.6	pcrec_d34c9131_vm-caps-simdna_noclsfold	380.6	pcrec_334fd10e_auto-nocaps-simdna	457.8	excluded	excluded	1.196334	1.197830	1.202915	1.027690	1.017424	1.200740	1.000167	1.000000
altwide@0.2	s-512	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	8265.3	pcrec_334fd10e_auto-caps-simdna_noisland	8265.3	pcrec_334fd10e_auto-nocaps-simdna	8271.4	2924.670963	373.503318	1.001572	1.000000	1.000739	7.438097	7.438193	1.001240	7.307162	7.323025
altwide@0.2	sfx-256	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna_noisland	2898256.7	pcrec_334fd10e_auto-caps-simdna_noisland	2898256.7	pcrec_334fd10e_auto-nocaps-simdna	2898317.8	808.168332	82.819440	1.003669	1.000000	1.000021	5.638038	5.660098	1.002302	5.643836	5.654227
altwide@0.2	sfx-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	8331.7	libpcre2_10.46_jit-caps-simdna	8331.7			1.008259	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	sfx-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	360.9	pcrec_d34c9131_vm-caps-simdna	360.9	pcrec_334fd10e_auto-nocaps-simdna	454.8	excluded	excluded	1.241227	1.251484	1.260138	1.016687	1.061859	1.264739	1.000000	1.001792
altwide@0.2	sfx-256	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	8220.1	pcrec_334fd10e_auto-caps-simdna	8222.0	pcrec_334fd10e_auto-nocaps-simdna	8220.1	1208.241187	127.565885	1.000233	1.001332	1.000000	6.482985	6.463271	1.001184	6.357077	6.376221
altwide@0.2	sfx-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	586414037.0	libpcre2_10.46_jit-caps-simdna	586414037.0			7.944682	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	sfx-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	15487.4	libpcre2_10.46_interp-caps-simdna	15487.4			1.000000	1.006240	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	sfx-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2474779.2	libpcre2_10.46_jit-caps-simdna	2474779.2			7.948921	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	sfx-64	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna	3124759.3	pcrec_334fd10e_auto-caps-simdna	3124759.3	pcrec_334fd10e_auto-nocaps-simdna	3127616.6	195.624782	10.864918	1.000000	1.000323	1.000914	4.398078	4.416551	1.001571	4.417057	4.409459
altwide@0.2	sfx-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2369.3	libpcre2_10.46_interp-caps-simdna	2369.3			1.000000	1.006662	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	sfx-64	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	356.2	pcrec_d34c9131_vm-caps-simdna_noclsfold	356.2	pcrec_334fd10e_auto-nocaps-simdna	446.6	excluded	excluded	1.254263	1.256377	1.253900	1.009783	1.142866	1.253452	1.000399	1.000000
altwide@0.2	sfx-64	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	8090.0	pcrec_334fd10e_auto-caps-simdna	8091.8	pcrec_334fd10e_auto-nocaps-simdna	8090.0	307.624162	21.034778	1.000228	1.001051	1.000000	6.960255	6.931177	1.001261	6.983148	6.929499
altwide@0.2	sh1-256	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna_noisland	501134.0	pcrec_334fd10e_auto-caps-simdna_noisland	501134.0	pcrec_334fd10e_auto-nocaps-simdna	501388.3	245.101389	18.902952	1.001076	1.000000	1.000507	5.257316	5.246101	1.000663	5.263350	5.255641
altwide@0.2	sh1-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	6280.9	libpcre2_10.46_jit-caps-simdna	6280.9			1.012695	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	sh1-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	339.2	pcrec_d34c9131_vm-caps-simdna_noclsfold	339.2	pcrec_334fd10e_auto-nocaps-simdna	443.8	excluded	excluded	1.316120	1.304468	1.308194	1.032261	1.079701	1.324978	1.003066	1.000000
altwide@0.2	sh1-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	1501.1	pcrec_334fd10e_auto-caps-simdna_noisland	1501.1	pcrec_334fd10e_auto-nocaps-simdna	1502.5	458.575812	34.679203	1.000095	1.000000	1.000895	9.444488	9.408913	1.002167	9.469533	9.473914
altwide@0.2	sh1-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	22849239.5	libpcre2_10.46_jit-caps-simdna	22849239.5			10.694506	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	sh1-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	11146.8	libpcre2_10.46_interp-caps-simdna	11146.8			1.000000	1.005600	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	sh1-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	127326.7	libpcre2_10.46_jit-caps-simdna	127326.7			10.607450	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	sh1-64	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna	455687.2	pcrec_334fd10e_auto-caps-simdna	455687.2	pcrec_334fd10e_auto-nocaps-simdna	456191.1	71.722357	3.938810	1.000000	1.000999	1.001106	6.015837	6.027903	1.002022	5.925864	5.880984
altwide@0.2	sh1-64	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2628.2	libpcre2_10.46_jit-caps-simdna	2628.2			1.001501	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	sh1-64	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	327.5	pcrec_334fd10e_vm-caps-simdna	327.5	pcrec_334fd10e_auto-nocaps-simdna	421.9	excluded	excluded	1.288573	1.290597	1.288239	1.000000	1.151259	1.296378	1.036614	1.036770
altwide@0.2	sh1-64	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	1467.8	pcrec_334fd10e_auto-caps-simdna_noisland	1467.8	pcrec_334fd10e_auto-nocaps-simdna	1472.8	125.277356	7.353971	1.008580	1.000000	1.003438	10.483812	10.461594	1.006750	9.223318	9.237997
altwide@0.2	srt-256	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna_noisland	2905532.1	pcrec_334fd10e_auto-caps-simdna_noisland	2905532.1	pcrec_334fd10e_auto-nocaps-simdna	2918997.6	789.117444	84.447405	1.002208	1.000000	1.004634	5.463841	5.469518	1.000081	5.489406	5.476141
altwide@0.2	srt-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	56706.2	libpcre2_10.46_jit-caps-simdna	56706.2			1.000141	1.000000	refused	refused	refused	excluded	excluded	refused	excluded	excluded
altwide@0.2	srt-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	382.4	pcrec_d34c9131_vm-caps-simdna	382.4			excluded	excluded	refused	refused	refused	1.001276	1.065350	refused	1.000000	1.001025
