# reporter: v24 (2026-09-26); filters: subbench=syntax, version=0.1, until=2026-09-21T03:26:05Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 7; mixed_x13: False; include_provenance: False; worst_other_core_busy: 33.33% (rust_1.13.1_default-caps-simdna / anc-dollar / large-subject-throughput); floor_pattern: floor
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
rank	alt-nested	f-abba	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	6.075052	5	1.0000	0	0			yes
rank	alt-nested	f-abba	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	6.492949	5	1.0000	0	0			yes
rank	alt-nested	f-abba	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	4	median_ns	10.543308	5	1.0000	0	0			no
rank	alt-nested	f-abba	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	10.590207	5	1.0000	0	0			yes
rank	alt-nested	f-abba	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	28.947264	5	1.0000	0	0			yes
rank	alt-nested	f-abba	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.292534	5	1.0000	0	0			yes
baseline	alt-nested	f-abba	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-abba	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	7.378867	5	1.0000	0	0			yes
rank	alt-nested	f-abba	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	2	median_ns	7.702056	5	1.0000	0	0			yes
rank	alt-nested	f-abba	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	3	median_ns	7.717111	5	1.0000	0	0			no
rank	alt-nested	f-abba	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	4	median_ns	8.560181	5	1.0000	0	0			yes
rank	alt-nested	f-abba	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	21.082311	5	1.0000	0	0			no
rank	alt-nested	f-abba	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	33.362823	5	1.0000	0	0			yes
rank	alt-nested	f-abba	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.341260	5	1.0000	0	0			yes
baseline	alt-nested	f-abc	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-abc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	6.058144	5	1.0000	0	0			yes
rank	alt-nested	f-abc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	2	median_ns	6.493521	5	1.0000	0	0			yes
rank	alt-nested	f-abc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	3	median_ns	10.590175	5	1.0000	0	0			no
rank	alt-nested	f-abc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	10.592153	5	1.0000	0	0			yes
rank	alt-nested	f-abc	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.512248	5	1.0000	0	0			no
rank	alt-nested	f-abc	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	28.995610	5	1.0000	0	0			yes
rank	alt-nested	f-abc	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.415097	5	1.0000	0	0			yes
baseline	alt-nested	f-abc	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-abc	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	7.382251	5	1.0000	0	0			yes
rank	alt-nested	f-abc	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	2	median_ns	8.651564	5	1.0000	0	0			yes
rank	alt-nested	f-abc	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	3	median_ns	9.583352	5	1.0000	0	0			no
rank	alt-nested	f-abc	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	9.633250	5	1.0000	0	0			yes
rank	alt-nested	f-abc	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	18.882216	5	1.0000	0	0			no
rank	alt-nested	f-abc	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	32.175773	5	1.0000	0	0			yes
rank	alt-nested	f-abc	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.960579	5	1.0000	0	0			yes
baseline	alt-nested	f-ac	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-ac	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.620804	5	1.0000	0	0			no
rank	alt-nested	f-ac	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	6.051651	5	1.0000	0	0			yes
rank	alt-nested	f-ac	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	6.493577	5	1.0000	0	0			yes
rank	alt-nested	f-ac	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	4	median_ns	10.548072	5	1.0000	0	0			no
rank	alt-nested	f-ac	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	10.600885	5	1.0000	0	0			yes
rank	alt-nested	f-ac	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	29.225803	5	1.0000	0	0			yes
rank	alt-nested	f-ac	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.483369	5	1.0000	0	0			yes
baseline	alt-nested	f-ac	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-ac	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.635157	5	1.0000	0	0			no
rank	alt-nested	f-ac	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	6.492961	5	1.0000	0	0			yes
rank	alt-nested	f-ac	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	7.255787	5	1.0000	0	0			yes
rank	alt-nested	f-ac	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	4	median_ns	9.155334	5	1.0000	0	0			no
rank	alt-nested	f-ac	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	9.449593	5	1.0000	0	0			yes
rank	alt-nested	f-ac	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	32.483948	5	1.0000	0	0			yes
rank	alt-nested	f-ac	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.282162	5	1.0000	0	0			yes
baseline	alt-nested	f-bell	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-bell	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.658732	5	1.0000	0	0			no
rank	alt-nested	f-bell	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	6.052030	5	1.0000	0	0			yes
rank	alt-nested	f-bell	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	6.494223	5	1.0000	0	0			yes
rank	alt-nested	f-bell	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	4	median_ns	10.585384	5	1.0000	0	0			no
rank	alt-nested	f-bell	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	10.589008	5	1.0000	0	0			yes
rank	alt-nested	f-bell	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	29.292907	5	1.0000	0	0			yes
rank	alt-nested	f-bell	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.799189	5	1.0000	0	0			yes
baseline	alt-nested	f-bell	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-bell	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	1	median_ns	11.525364	5	1.0000	0	0			no
rank	alt-nested	f-bell	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	2	median_ns	11.537299	5	1.0000	0	0			yes
rank	alt-nested	f-bell	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	12.398871	5	1.0000	0	0			yes
rank	alt-nested	f-bell	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	4	median_ns	12.828129	5	1.0000	0	0			yes
rank	alt-nested	f-bell	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	25.713184	5	1.0000	0	0			no
rank	alt-nested	f-bell	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	34.497059	5	1.0000	0	0			yes
rank	alt-nested	f-bell	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.339041	5	1.0000	0	0			yes
baseline	alt-nested	f-cafe	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cafe	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.614925	5	1.0000	0	0			no
rank	alt-nested	f-cafe	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	2	median_ns	6.493462	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	3	median_ns	6.494723	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	11.733856	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	5	median_ns	11.760795	5	1.0000	0	0			no
rank	alt-nested	f-cafe	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	154.711355	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	155.298989	5	1.0000	0	0			yes
baseline	alt-nested	f-cafe	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cafe	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	8.003935	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	2	median_ns	10.335488	5	1.0000	0	0			no
rank	alt-nested	f-cafe	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	3	median_ns	10.363802	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	10.638838	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	21.002030	5	1.0000	0	0			no
rank	alt-nested	f-cafe	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	45.383094	5	1.0000	0	0			yes
rank	alt-nested	f-cafe	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	165.353424	5	1.0000	0	0			yes
baseline	alt-nested	f-cat	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cat	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	9.162683	5	1.0000	0	0			yes
rank	alt-nested	f-cat	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	2	median_ns	10.489007	5	1.0000	0	0			yes
rank	alt-nested	f-cat	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	13.821065	5	1.0000	0	0			yes
rank	alt-nested	f-cat	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	4	median_ns	13.883516	5	1.0000	0	0			no
rank	alt-nested	f-cat	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	124.639163	5	1.0000	0	0			no
rank	alt-nested	f-cat	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	175.361606	5	1.0000	0	0			yes
rank	alt-nested	f-cat	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	177.736214	5	1.0000	0	0			yes
baseline	alt-nested	f-cat	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cat	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	1	median_ns	10.079212	5	1.0000	0	0			yes
rank	alt-nested	f-cat	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	2	median_ns	11.531056	5	1.0000	0	0			yes
rank	alt-nested	f-cat	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	18.416865	5	1.0000	0	0			yes
rank	alt-nested	f-cat	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	4	median_ns	18.683224	5	1.0000	0	0			no
rank	alt-nested	f-cat	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	49.007334	5	1.0000	0	0			yes
rank	alt-nested	f-cat	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	6	median_ns	99.612434	5	1.0000	0	0			no
rank	alt-nested	f-cat	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	177.611135	5	1.0000	0	0			yes
baseline	alt-nested	f-cat-mixed	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cat-mixed	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	6.053775	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	2	median_ns	6.494872	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	3	median_ns	10.556092	5	1.0000	0	0			no
rank	alt-nested	f-cat-mixed	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	10.615135	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.501647	5	1.0000	0	0			no
rank	alt-nested	f-cat-mixed	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	28.933716	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.282281	5	1.0000	0	0			yes
baseline	alt-nested	f-cat-mixed	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	6.788974	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	2	median_ns	7.894809	5	1.0000	0	0			no
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	7.947490	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	4	median_ns	7.974081	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	18.841601	5	1.0000	0	0			no
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	33.377825	5	1.0000	0	0			yes
rank	alt-nested	f-cat-mixed	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.229830	5	1.0000	0	0			yes
baseline	alt-nested	f-cat-uc	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cat-uc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	6.053534	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_vm-caps-simdna	measured	pinned	2	median_ns	6.493997	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	3	median_ns	10.536526	5	1.0000	0	0			no
rank	alt-nested	f-cat-uc	match-compliance	whole-subject	separate artifact	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	10.543366	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.508886	5	1.0000	0	0			no
rank	alt-nested	f-cat-uc	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	28.950460	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	29.283808	5	1.0000	0	0			yes
baseline	alt-nested	f-cat-uc	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	pcrec_d34c9131_vm-in-caps-simdna	measured	pinned	1	median_ns	6.793046	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	pcrec_d34c9131_auto-nocaps-simdna	measured	pinned	2	median_ns	7.809132	5	1.0000	0	0			no
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	7.847449	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	pcrec_d34c9131_vm-caps-simdna	measured	pinned	4	median_ns	8.347140	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	18.866307	5	1.0000	0	0			no
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	33.360097	5	1.0000	0	0			yes
rank	alt-nested	f-cat-uc	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.356736	5	1.0000	0	0			yes
baseline	alt-nested	f-concat	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	alt-nested	f-concat	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.634655	5	1.0000	0	0			no
