# reporter: v24 (2026-09-26); filters: subbench=loglines, version=0.1, since=2026-09-01T00:00:00Z, until=2026-09-21T05:00:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_1989c62_auto-nocaps-simdna, testee=pcrec_1989c62_vm-caps-simdna, testee=pcrec_1989c62_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (10 record(s) matching this query); records: 10; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: loglines@0.1; machines: budu-ryzen1600; schema_versions: 1.4,1.5,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 10; mixed_x13: False; include_provenance: False; worst_other_core_busy: 13.83% (libpcre2_10.46_jit-caps-simdna / stack-frame / short-subject-search); floor_pattern: floor; null_band: set grain only (not computed at subject grain)
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
baseline	bignum	s-000	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	1	median_ns	689.006971	5	1.0000	0	0			no
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	689.448059	5	1.0000	0	0			no
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	690.112896	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	692.380115	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	733.360783	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	6	median_ns	2555.769103	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	7	median_ns	2557.456184	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	median_ns	2563.440094	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	9	median_ns	2576.785276	5	1.0000	0	0			yes
rank	bignum	s-000	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	4204.822525	5	1.0000	0	0			yes
baseline	bignum	s-001	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	927.209795	5	1.0000	0	0			no
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	2	median_ns	929.524657	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	933.760818	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	4	median_ns	936.325821	5	1.0000	0	0			no
rank	bignum	s-001	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	1053.085962	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	3491.718039	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	7	median_ns	3498.454153	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	8	median_ns	3502.303956	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	9	median_ns	3513.389322	5	1.0000	0	0			yes
rank	bignum	s-001	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	6493.895194	5	1.0000	0	0			yes
baseline	bignum	s-002	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	1	median_ns	647.287331	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	648.379606	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	3	median_ns	648.710603	5	1.0000	0	0			no
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	651.614698	5	1.0000	0	0			no
rank	bignum	s-002	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	753.805411	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	2804.985575	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	median_ns	2806.465027	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	8	median_ns	2816.795681	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	9	median_ns	2817.781506	5	1.0000	0	0			yes
rank	bignum	s-002	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	4608.154314	5	1.0000	0	0			yes
baseline	bignum	s-003	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	764.403835	5	1.0000	0	0			no
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	767.141977	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	772.349718	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	4	median_ns	781.333058	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	5	median_ns	789.620406	5	1.0000	0	0			no
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	6	median_ns	2819.354031	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	median_ns	2819.721273	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	median_ns	2820.159973	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	9	median_ns	2829.684385	5	1.0000	0	0			yes
rank	bignum	s-003	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	4188.044876	5	1.0000	0	0			yes
baseline	bignum	s-004	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	1218.987128	5	1.0000	0	0			no
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	2	median_ns	1220.454172	5	1.0000	0	0			no
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	3	median_ns	1221.155171	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	1222.575032	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	1303.400847	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	4390.957664	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	7	median_ns	4392.813123	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	8	median_ns	4401.208589	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	9	median_ns	4401.396261	5	1.0000	0	0			yes
rank	bignum	s-004	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	7906.300811	5	1.0000	0	0			yes
baseline	bignum	s-005	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	1	median_ns	602.086194	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	607.931127	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	608.139614	5	1.0000	0	0			no
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	4	median_ns	612.639321	5	1.0000	0	0			no
rank	bignum	s-005	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	668.985854	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	6	median_ns	2327.191120	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	median_ns	2329.141768	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	8	median_ns	2330.339203	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	9	median_ns	2337.696118	5	1.0000	0	0			yes
rank	bignum	s-005	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	4045.626230	5	1.0000	0	0			yes
baseline	bignum	s-006	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	1	median_ns	710.909371	5	1.0000	0	0			no
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	712.389467	5	1.0000	0	0			no
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	718.861986	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	719.893241	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	962.021323	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	3089.570616	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	7	median_ns	3090.554817	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	8	median_ns	3093.368927	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	9	median_ns	3095.279419	5	1.0000	0	0			yes
rank	bignum	s-006	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	6027.798205	5	1.0000	0	0			yes
baseline	bignum	s-007	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	1	median_ns	923.319874	5	1.0000	0	0			no
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	2	median_ns	923.373379	5	1.0000	0	0			no
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	923.897333	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	927.566957	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	928.404048	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	3376.543340	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	7	median_ns	3385.443355	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	8	median_ns	3388.969955	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	9	median_ns	3391.412204	5	1.0000	0	0			yes
rank	bignum	s-007	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	5560.131442	5	1.0000	0	0			yes
baseline	bignum	s-008	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-008	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	408.920285	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	2	median_ns	776.568605	5	1.0000	0	0			no
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	3	median_ns	776.762051	5	1.0000	0	0			no
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	780.290114	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	5	median_ns	780.391062	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	1124.201795	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	median_ns	2433.504726	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	8	median_ns	2434.384076	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	9	median_ns	2434.901329	5	1.0000	0	0			yes
rank	bignum	s-008	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	10	median_ns	2435.847390	5	1.0000	0	0			yes
baseline	bignum	s-009	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	1	median_ns	55.826894	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	2	median_ns	56.099483	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	57.138889	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	4	median_ns	57.305980	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	5	median_ns	59.755566	5	1.0000	0	0			no
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	median_ns	59.828339	5	1.0000	0	0			no
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	7	median_ns	60.230559	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	8	median_ns	60.441439	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	78.648304	5	1.0000	0	0			yes
rank	bignum	s-009	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	151.596120	5	1.0000	0	0			yes
baseline	bignum	s-010	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	726.654402	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	2	median_ns	726.830800	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	3	median_ns	741.062527	5	1.0000	0	0			no
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	741.529723	5	1.0000	0	0			no
rank	bignum	s-010	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	952.803965	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	6	median_ns	3309.981229	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	7	median_ns	3310.526790	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	8	median_ns	3313.540872	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	9	median_ns	3318.331827	5	1.0000	0	0			yes
rank	bignum	s-010	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	5631.918356	5	1.0000	0	0			yes
baseline	bignum	s-011	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	1	median_ns	906.167261	5	1.0000	0	0			no
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	2	median_ns	908.003667	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	921.594419	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	925.314800	5	1.0000	0	0			no
rank	bignum	s-011	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	1239.614539	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	3851.087182	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	7	median_ns	3852.153821	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	8	median_ns	3856.627608	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	9	median_ns	3859.148068	5	1.0000	0	0			yes
rank	bignum	s-011	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	7974.101042	5	1.0000	0	0			yes
baseline	bignum	s-012	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	1	median_ns	1282.768050	5	1.0000	0	0			no
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	1289.563892	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	1290.946590	5	1.0000	0	0			no
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	4	median_ns	1291.111489	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	1370.468739	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_1989c62_vm-caps-simdna	measured	pinned	6	median_ns	4753.127525	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_1989c62_vm-in-caps-simdna	measured	pinned	7	median_ns	4755.182558	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	8	median_ns	4760.129332	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	9	median_ns	4762.000502	5	1.0000	0	0			yes
rank	bignum	s-012	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	10	median_ns	8632.254777	5	1.0000	0	0			yes
baseline	bignum	s-013	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	bignum	s-013	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	1090.850638	5	1.0000	0	0			yes
rank	bignum	s-013	short-subject-search	plain	same program	pcrec_d34c9131_auto-caps-simdna	measured	pinned	2	median_ns	1166.330800	5	1.0000	0	0			yes
rank	bignum	s-013	short-subject-search	plain	same program	pcrec_1989c62_auto-nocaps-simdna	measured	pinned	3	median_ns	1169.205469	5	1.0000	0	0			no
