rule_id	fired	firing_seq	pattern	subject_or_na	regime	form	testee	record_id	prediction_id	slot	value
R-DELTA-1	1	4	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			median_ns	52,382.5
R-DELTA-1	1	4	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			config	vm-caps-simdna
R-DELTA-1	1	4	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			direction	slower
R-DELTA-1	1	4	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			ratio	1.00
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-atleast-4096
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			regime	short-subject-search
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			form	plain
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			verdict	slower ×1.02
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			median_ns	52,135.6
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			direction	slower
R-DELTA-1	1	5	cls-atleast-4096		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.02
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			pattern	cls-lazy-16384
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			regime	short-subject-search
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			form	plain
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			testee	pcrec_d34c9131_auto-caps-simdna
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			verdict	slower ×1.08
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			median_ns	353.7
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			config	auto-caps-simdna
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			direction	slower
R-DELTA-1	1	6	cls-lazy-16384		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			ratio	1.08
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-1024
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			regime	large-subject-throughput
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			form	plain
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			verdict	faster ×1.53
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			median_ns	180,060.4
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			direction	faster
R-DELTA-1	1	7	cls-upto-1024		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.53
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			pattern	cls-upto-1024
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			regime	match-compliance
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			form	whole-subject
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			testee	pcrec_d34c9131_auto-caps-simdna
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			verdict	slower ×1.01
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			median_ns	4,839.7
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			config	auto-caps-simdna
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			direction	slower
R-DELTA-1	1	8	cls-upto-1024		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			ratio	1.01
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			pattern	cls-upto-1024
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			regime	short-subject-search
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			form	plain
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			testee	pcrec_d34c9131_auto-caps-simdna
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			verdict	slower ×1.01
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			median_ns	998.4
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			config	auto-caps-simdna
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			direction	slower
R-DELTA-1	1	9	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			ratio	1.01
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			pattern	cls-upto-1024
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			regime	short-subject-search
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			form	plain
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			testee	pcrec_d34c9131_vm-caps-simdna
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			verdict	slower ×1.01
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			median_ns	1,112.8
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			config	vm-caps-simdna
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			direction	slower
R-DELTA-1	1	10	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			ratio	1.01
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-1024
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			regime	short-subject-search
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			form	plain
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			verdict	faster ×1.25
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			median_ns	1,099.8
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			direction	faster
R-DELTA-1	1	11	cls-upto-1024		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.25
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-128
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			regime	large-subject-throughput
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			form	plain
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			verdict	faster ×1.51
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			median_ns	192,771.3
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			direction	faster
R-DELTA-1	1	12	cls-upto-128		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.51
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			pattern	cls-upto-128
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			regime	match-compliance
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			form	whole-subject
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			testee	pcrec_d34c9131_auto-caps-simdna
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			verdict	slower ×1.01
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			median_ns	2,057.9
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			config	auto-caps-simdna
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			direction	slower
R-DELTA-1	1	13	cls-upto-128		match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna			ratio	1.01
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			pattern	cls-upto-128
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			regime	short-subject-search
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			form	plain
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			testee	pcrec_d34c9131_auto-caps-simdna
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			verdict	slower ×1.02
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			median_ns	852.4
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			config	auto-caps-simdna
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			direction	slower
R-DELTA-1	1	14	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna			ratio	1.02
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			pattern	cls-upto-128
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			regime	short-subject-search
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			form	plain
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			testee	pcrec_d34c9131_vm-caps-simdna
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			verdict	slower ×1.01
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			median_ns	963.5
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			config	vm-caps-simdna
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			direction	slower
R-DELTA-1	1	15	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			ratio	1.01
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-128
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			regime	short-subject-search
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			form	plain
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			verdict	faster ×1.29
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			median_ns	949.6
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			direction	faster
R-DELTA-1	1	16	cls-upto-128		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.29
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			pattern	cls-upto-16
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			regime	large-subject-throughput
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			form	plain
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			testee	pcrec_d34c9131_auto-caps-simdna
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			verdict	slower ×1.02
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			median_ns	168,075.9
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			config	auto-caps-simdna
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			direction	slower
R-DELTA-1	1	17	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna			ratio	1.02
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			pattern	cls-upto-16
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			regime	large-subject-throughput
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			form	plain
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			testee	pcrec_d34c9131_vm-caps-simdna
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			verdict	faster ×1.01
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			median_ns	232,932.7
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			config	vm-caps-simdna
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			direction	faster
R-DELTA-1	1	18	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna			ratio	1.01
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-16
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			regime	large-subject-throughput
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			form	plain
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			verdict	faster ×1.56
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			median_ns	225,204.6
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			direction	faster
R-DELTA-1	1	19	cls-upto-16		large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.56
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			pattern	cls-upto-16
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			regime	match-compliance
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			form	whole-subject
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			testee	pcrec_d34c9131_vm-caps-simdna
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			verdict	slower ×1.06
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			median_ns	549.8
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			config	vm-caps-simdna
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			direction	slower
R-DELTA-1	1	20	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna			ratio	1.06
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-16
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			regime	match-compliance
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			form	whole-subject
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			testee	pcrec_d34c9131_vm-in-caps-simdna
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			verdict	faster ×1.22
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			median_ns	490.6
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			config	vm-in-caps-simdna
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			direction	faster
R-DELTA-1	1	21	cls-upto-16		match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna			ratio	1.22
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			pattern	cls-upto-16
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			regime	short-subject-search
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			form	plain
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			testee	pcrec_d34c9131_vm-caps-simdna
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			verdict	faster ×1.02
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			median_ns	668.5
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			config	vm-caps-simdna
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			direction	faster
R-DELTA-1	1	22	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna			ratio	1.02
R-DELTA-1	1	23	cls-upto-16		short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna			pattern	cls-upto-16
