path	subbench	version	testee_id	machine_id	timestamp	status	rows
records/bounded@0.3/pcrec_1989c62_vm-caps-simdna_cc-clang/bounded@0.3__pcrec_1989c62_vm-caps-simdna_cc-clang__budu-ryzen1600__20260902T135528Z.jsonl	bounded	0.3	pcrec_1989c62_vm-caps-simdna_cc-clang	budu-ryzen1600	2026-09-02T13:55:28Z	measured	21930
records/bounded@0.3/pcrec_1989c62_vm-in-caps-simdna/bounded@0.3__pcrec_1989c62_vm-in-caps-simdna__budu-ryzen1600__20260902T061327Z.jsonl	bounded	0.3	pcrec_1989c62_vm-in-caps-simdna	budu-ryzen1600	2026-09-02T06:13:27Z	measured	21930
records/bounded@0.3/pcrec_288d505_auto-caps-simdna/bounded@0.3__pcrec_288d505_auto-caps-simdna__budu-ryzen1600__20260905T004759Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna	budu-ryzen1600	2026-09-05T00:47:59Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-caps-simdna/bounded@0.3__pcrec_288d505_auto-caps-simdna__budu-ryzen1600__20260905T041050Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna	budu-ryzen1600	2026-09-05T04:10:50Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-caps-simdna_cc-clang/bounded@0.3__pcrec_288d505_auto-caps-simdna_cc-clang__budu-ryzen1600__20260905T045054Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna_cc-clang	budu-ryzen1600	2026-09-05T04:50:54Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-caps-simdna_cf-align-functions-64/bounded@0.3__pcrec_288d505_auto-caps-simdna_cf-align-functions-64__budu-ryzen1600__20260905T053850Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna_cf-align-functions-64	budu-ryzen1600	2026-09-05T05:38:50Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-nocaps-simdna/bounded@0.3__pcrec_288d505_auto-nocaps-simdna__budu-ryzen1600__20260905T013023Z.jsonl	bounded	0.3	pcrec_288d505_auto-nocaps-simdna	budu-ryzen1600	2026-09-05T01:30:23Z	measured	21422
records/bounded@0.3/pcrec_288d505_vm-caps-simdna/bounded@0.3__pcrec_288d505_vm-caps-simdna__budu-ryzen1600__20260905T021249Z.jsonl	bounded	0.3	pcrec_288d505_vm-caps-simdna	budu-ryzen1600	2026-09-05T02:12:49Z	measured	21930
records/bounded@0.3/pcrec_288d505_vm-in-caps-simdna/bounded@0.3__pcrec_288d505_vm-in-caps-simdna__budu-ryzen1600__20260905T025954Z.jsonl	bounded	0.3	pcrec_288d505_vm-in-caps-simdna	budu-ryzen1600	2026-09-05T02:59:54Z	measured	21930
records/bounded@0.3/pcrec_334fd10e_auto-caps-simdna/bounded@0.3__pcrec_334fd10e_auto-caps-simdna__budu-ryzen1600__20260905T090305Z.jsonl	bounded	0.3	pcrec_334fd10e_auto-caps-simdna	budu-ryzen1600	2026-09-05T09:03:05Z	measured	21422
records/bounded@0.3/pcrec_334fd10e_auto-caps-simdna_cc-clang/bounded@0.3__pcrec_334fd10e_auto-caps-simdna_cc-clang__budu-ryzen1600__20260905T103407Z.jsonl	bounded	0.3	pcrec_334fd10e_auto-caps-simdna_cc-clang	budu-ryzen1600	2026-09-05T10:34:07Z	measured	21422
records/bounded@0.3/pcrec_334fd10e_vm-caps-simdna/bounded@0.3__pcrec_334fd10e_vm-caps-simdna__budu-ryzen1600__20260905T094810Z.jsonl	bounded	0.3	pcrec_334fd10e_vm-caps-simdna	budu-ryzen1600	2026-09-05T09:48:10Z	measured	21930
records/bounded@0.3/pcrec_d34c9131_auto-caps-simdna/bounded@0.3__pcrec_d34c9131_auto-caps-simdna__budu-ryzen1600__20260906T163343Z.jsonl	bounded	0.3	pcrec_d34c9131_auto-caps-simdna	budu-ryzen1600	2026-09-06T16:33:43Z	measured	21422
records/bounded@0.3/pcrec_d34c9131_vm-caps-simdna/bounded@0.3__pcrec_d34c9131_vm-caps-simdna__budu-ryzen1600__20260906T171500Z.jsonl	bounded	0.3	pcrec_d34c9131_vm-caps-simdna	budu-ryzen1600	2026-09-06T17:15:00Z	measured	21930
records/bounded@0.3/pcrec_d34c9131_vm-in-caps-simdna/bounded@0.3__pcrec_d34c9131_vm-in-caps-simdna__budu-ryzen1600__20260906T175959Z.jsonl	bounded	0.3	pcrec_d34c9131_vm-in-caps-simdna	budu-ryzen1600	2026-09-06T17:59:59Z	measured	21930
