pattern	subject	regime	expected	start	end	nmatches	method	oracle
w-8	l-bg-0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-s255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-s255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-w0	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-8	f-w7	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-8	f-w255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-w511	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-w2047	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-s0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-s4095	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-sh1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-pfx3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-sfx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-nar4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-cnt2	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-8	f-near	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-prefix	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-glued	search_short	match	3	15	-	libpcre2-differential	10.46 2025-08-27
w-8	f-bg	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w0-early	search_short	match	6	18	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w0-last	search_short	match	228	240	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w7-mid	search_short	match	109	113	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w511-last	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w1023-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-w2047-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-s4095-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-sh1-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-pfx3-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-sfx-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-nar4-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-glued	search_short	match	111	123	-	libpcre2-differential	10.46 2025-08-27
w-8	l-cnt2	search_short	match	99	111	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-2	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-bg-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	f-s255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	l-s255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-8	t-128k-clean	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
w-8	t-128k-sparse	throughput	match	6	18	2	libpcre2-differential	10.46 2025-08-27
w-8	t-128k-dense	throughput	match	2	14	128	libpcre2-differential	10.46 2025-08-27
w-8	t-512k-sparse	throughput	match	11	23	8	libpcre2-differential	10.46 2025-08-27
w-64	f-w0	match	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w7	match	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w511	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w2047	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-s0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-s4095	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-sh1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-pfx3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-sfx	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-nar4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-upper	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-cnt2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-near	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-prefix	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-glued	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-bg	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w0-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w0-last	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w7-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w511-last	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w1023-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w2047-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-s4095-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-sh1-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-pfx3-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-sfx-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-nar4-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-upper	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-glued	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-cnt2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-s255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-s255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w0	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w7	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w511	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-w2047	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-s0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-s4095	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-sh1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-pfx3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-sfx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-nar4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-cnt2	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-64	f-near	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-prefix	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-glued	search_short	match	3	15	-	libpcre2-differential	10.46 2025-08-27
w-64	f-bg	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w0-early	search_short	match	6	18	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w0-last	search_short	match	228	240	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w7-mid	search_short	match	109	113	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w511-last	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w1023-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-w2047-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-s4095-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-sh1-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-pfx3-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-sfx-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-nar4-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-glued	search_short	match	111	123	-	libpcre2-differential	10.46 2025-08-27
w-64	l-cnt2	search_short	match	99	111	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-2	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-bg-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	f-s255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	l-s255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-64	t-128k-clean	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
w-64	t-128k-sparse	throughput	match	6	18	2	libpcre2-differential	10.46 2025-08-27
w-64	t-128k-dense	throughput	match	2	14	128	libpcre2-differential	10.46 2025-08-27
w-64	t-512k-sparse	throughput	match	11	23	8	libpcre2-differential	10.46 2025-08-27
w-96	f-w0	match	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w7	match	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w511	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w2047	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-s0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-s4095	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-sh1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-pfx3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-sfx	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-nar4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-upper	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-cnt2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-near	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-prefix	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-glued	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-bg	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w0-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w0-last	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w7-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w511-last	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w1023-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w2047-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-s4095-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-sh1-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-pfx3-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-sfx-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-nar4-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-upper	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-glued	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-cnt2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-s255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-s255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w0	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w7	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w511	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-w2047	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-s0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-s4095	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-sh1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-pfx3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-sfx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-nar4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-cnt2	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-96	f-near	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-prefix	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-glued	search_short	match	3	15	-	libpcre2-differential	10.46 2025-08-27
w-96	f-bg	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w0-early	search_short	match	6	18	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w0-last	search_short	match	228	240	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w7-mid	search_short	match	109	113	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w511-last	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w1023-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-w2047-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-s4095-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-sh1-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-pfx3-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-sfx-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-nar4-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-glued	search_short	match	111	123	-	libpcre2-differential	10.46 2025-08-27
w-96	l-cnt2	search_short	match	99	111	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-2	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-bg-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	f-s255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	l-s255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-96	t-128k-clean	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
w-96	t-128k-sparse	throughput	match	6	18	2	libpcre2-differential	10.46 2025-08-27
w-96	t-128k-dense	throughput	match	2	14	128	libpcre2-differential	10.46 2025-08-27
w-96	t-512k-sparse	throughput	match	11	23	8	libpcre2-differential	10.46 2025-08-27
w-128	f-w0	match	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w7	match	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w511	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w2047	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-s0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-s4095	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-sh1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-pfx3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-sfx	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-nar4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-upper	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-cnt2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-near	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-prefix	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-glued	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-bg	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w0-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w0-last	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w7-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w511-last	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w1023-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w2047-early	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-s4095-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-sh1-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-pfx3-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-sfx-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-nar4-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-upper	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-glued	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-cnt2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-bg-0	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-bg-1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-bg-2	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-bg-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-bg-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-bg-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-s255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-s255-mid	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w0	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w7	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w511	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-w2047	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-s0	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-s4095	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-sh1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-pfx3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-sfx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-nar4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-upper	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-cnt2	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
w-128	f-near	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-prefix	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	f-glued	search_short	match	3	15	-	libpcre2-differential	10.46 2025-08-27
w-128	f-bg	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w0-early	search_short	match	6	18	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w0-last	search_short	match	228	240	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w7-mid	search_short	match	109	113	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w255-mid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w511-last	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
w-128	l-w1023-early	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
