path	subbench	version	testee_id	machine_id	timestamp	status	rows
records/altwide@0.2/pcrec_1989c62_vm-caps-simdna/altwide@0.2__pcrec_1989c62_vm-caps-simdna__budu-ryzen1600__20260903T061054Z.jsonl	altwide	0.2	pcrec_1989c62_vm-caps-simdna	budu-ryzen1600	2026-09-03T06:10:54Z	measured	8626
records/altwide@0.2/pcrec_1989c62_vm-caps-simdna_emitcap-8388608-codecap-8388608/altwide@0.2__pcrec_1989c62_vm-caps-simdna_emitcap-8388608-codecap-8388608__budu-ryzen1600__20260903T070947Z.jsonl	altwide	0.2	pcrec_1989c62_vm-caps-simdna_emitcap-8388608-codecap-8388608	budu-ryzen1600	2026-09-03T07:09:47Z	measured	14190
records/altwide@0.2/pcrec_1989c62_vm-in-caps-simdna/altwide@0.2__pcrec_1989c62_vm-in-caps-simdna__budu-ryzen1600__20260903T062821Z.jsonl	altwide	0.2	pcrec_1989c62_vm-in-caps-simdna	budu-ryzen1600	2026-09-03T06:28:21Z	measured	8626
records/altwide@0.2/pcrec_334fd10e_auto-caps-simdna/altwide@0.2__pcrec_334fd10e_auto-caps-simdna__budu-ryzen1600__20260905T074911Z.jsonl	altwide	0.2	pcrec_334fd10e_auto-caps-simdna	budu-ryzen1600	2026-09-05T07:49:11Z	measured	7382
records/altwide@0.2/pcrec_334fd10e_auto-caps-simdna_noisland/altwide@0.2__pcrec_334fd10e_auto-caps-simdna_noisland__budu-ryzen1600__20260905T075825Z.jsonl	altwide	0.2	pcrec_334fd10e_auto-caps-simdna_noisland	budu-ryzen1600	2026-09-05T07:58:25Z	measured	7382
records/altwide@0.2/pcrec_334fd10e_auto-nocaps-simdna/altwide@0.2__pcrec_334fd10e_auto-nocaps-simdna__budu-ryzen1600__20260905T080736Z.jsonl	altwide	0.2	pcrec_334fd10e_auto-nocaps-simdna	budu-ryzen1600	2026-09-05T08:07:36Z	measured	7382
records/altwide@0.2/pcrec_334fd10e_vm-caps-simdna/altwide@0.2__pcrec_334fd10e_vm-caps-simdna__budu-ryzen1600__20260905T081626Z.jsonl	altwide	0.2	pcrec_334fd10e_vm-caps-simdna	budu-ryzen1600	2026-09-05T08:16:26Z	measured	9482
records/altwide@0.2/pcrec_334fd10e_vm-in-caps-simdna/altwide@0.2__pcrec_334fd10e_vm-in-caps-simdna__budu-ryzen1600__20260905T083109Z.jsonl	altwide	0.2	pcrec_334fd10e_vm-in-caps-simdna	budu-ryzen1600	2026-09-05T08:31:09Z	measured	9482
records/bounded@0.1/libpcre2_10.46_interp-caps-simdna/bounded@0.1__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260830T032115Z.jsonl	bounded	0.1	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-30T03:21:15Z	measured	7800
records/bounded@0.1/libpcre2_10.46_interp-caps-simdna/bounded@0.1__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260830T111255Z.jsonl	bounded	0.1	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-30T11:12:55Z	measured	7800
records/bounded@0.1/libpcre2_10.46_jit-caps-simdna/bounded@0.1__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260830T034510Z.jsonl	bounded	0.1	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-30T03:45:10Z	inconclusive-load	7800
records/bounded@0.1/libpcre2_10.46_jit-caps-simdna/bounded@0.1__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260830T092238Z.jsonl	bounded	0.1	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-30T09:22:38Z	measured	7800
records/bounded@0.1/libpcre2_10.46_jit-caps-simdna/bounded@0.1__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260830T113544Z.jsonl	bounded	0.1	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-30T11:35:44Z	measured	7800
records/bounded@0.1/pcrec_36d5963_auto-caps-simdna/bounded@0.1__pcrec_36d5963_auto-caps-simdna__budu-ryzen1600__20260830T040352Z.jsonl	bounded	0.1	pcrec_36d5963_auto-caps-simdna	budu-ryzen1600	2026-08-30T04:03:52Z	inconclusive-load	7592
records/bounded@0.1/pcrec_36d5963_auto-caps-simdna/bounded@0.1__pcrec_36d5963_auto-caps-simdna__budu-ryzen1600__20260830T094106Z.jsonl	bounded	0.1	pcrec_36d5963_auto-caps-simdna	budu-ryzen1600	2026-08-30T09:41:06Z	measured	7592
records/bounded@0.1/pcrec_36d5963_auto-nocaps-simdna/bounded@0.1__pcrec_36d5963_auto-nocaps-simdna__budu-ryzen1600__20260830T042316Z.jsonl	bounded	0.1	pcrec_36d5963_auto-nocaps-simdna	budu-ryzen1600	2026-08-30T04:23:16Z	measured	7592
records/bounded@0.1/pcrec_36d5963_vm-caps-simdna/bounded@0.1__pcrec_36d5963_vm-caps-simdna__budu-ryzen1600__20260830T044314Z.jsonl	bounded	0.1	pcrec_36d5963_vm-caps-simdna	budu-ryzen1600	2026-08-30T04:43:14Z	measured	7920
records/bounded@0.1/pcrec_36d5963_vm-in-caps-simdna/bounded@0.1__pcrec_36d5963_vm-in-caps-simdna__budu-ryzen1600__20260830T050354Z.jsonl	bounded	0.1	pcrec_36d5963_vm-in-caps-simdna	budu-ryzen1600	2026-08-30T05:03:54Z	inconclusive-load	7920
records/bounded@0.1/pcrec_36d5963_vm-in-caps-simdna/bounded@0.1__pcrec_36d5963_vm-in-caps-simdna__budu-ryzen1600__20260830T100009Z.jsonl	bounded	0.1	pcrec_36d5963_vm-in-caps-simdna	budu-ryzen1600	2026-08-30T10:00:09Z	measured	7920
records/bounded@0.1/pcrec_96e44c2_auto-caps-simdna/bounded@0.1__pcrec_96e44c2_auto-caps-simdna__budu-ryzen1600__20260830T115409Z.jsonl	bounded	0.1	pcrec_96e44c2_auto-caps-simdna	budu-ryzen1600	2026-08-30T11:54:09Z	measured	7592
records/bounded@0.1/pcrec_96e44c2_auto-nocaps-simdna/bounded@0.1__pcrec_96e44c2_auto-nocaps-simdna__budu-ryzen1600__20260830T121432Z.jsonl	bounded	0.1	pcrec_96e44c2_auto-nocaps-simdna	budu-ryzen1600	2026-08-30T12:14:32Z	measured	7592
records/bounded@0.1/pcrec_96e44c2_vm-caps-simdna/bounded@0.1__pcrec_96e44c2_vm-caps-simdna__budu-ryzen1600__20260830T123335Z.jsonl	bounded	0.1	pcrec_96e44c2_vm-caps-simdna	budu-ryzen1600	2026-08-30T12:33:35Z	measured	7920
records/bounded@0.1/pcrec_96e44c2_vm-in-caps-simdna/bounded@0.1__pcrec_96e44c2_vm-in-caps-simdna__budu-ryzen1600__20260830T125148Z.jsonl	bounded	0.1	pcrec_96e44c2_vm-in-caps-simdna	budu-ryzen1600	2026-08-30T12:51:48Z	measured	7920
records/bounded@0.2/libpcre2_10.46_interp-caps-simdna/bounded@0.2__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260831T144345Z.jsonl	bounded	0.2	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-31T14:43:45Z	measured	9900
records/bounded@0.2/libpcre2_10.46_jit-caps-simdna/bounded@0.2__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260831T150853Z.jsonl	bounded	0.2	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-31T15:08:53Z	measured	9900
records/bounded@0.2/pcrec_263b013_auto-caps-simdna/bounded@0.2__pcrec_263b013_auto-caps-simdna__budu-ryzen1600__20260831T152805Z.jsonl	bounded	0.2	pcrec_263b013_auto-caps-simdna	budu-ryzen1600	2026-08-31T15:28:05Z	measured	9717
records/bounded@0.2/pcrec_263b013_auto-nocaps-simdna/bounded@0.2__pcrec_263b013_auto-nocaps-simdna__budu-ryzen1600__20260831T155435Z.jsonl	bounded	0.2	pcrec_263b013_auto-nocaps-simdna	budu-ryzen1600	2026-08-31T15:54:35Z	measured	9717
records/bounded@0.2/pcrec_263b013_vm-caps-simdna/bounded@0.2__pcrec_263b013_vm-caps-simdna__budu-ryzen1600__20260831T162131Z.jsonl	bounded	0.2	pcrec_263b013_vm-caps-simdna	budu-ryzen1600	2026-08-31T16:21:31Z	measured	10050
records/bounded@0.2/pcrec_263b013_vm-in-caps-simdna/bounded@0.2__pcrec_263b013_vm-in-caps-simdna__budu-ryzen1600__20260831T164245Z.jsonl	bounded	0.2	pcrec_263b013_vm-in-caps-simdna	budu-ryzen1600	2026-08-31T16:42:45Z	inconclusive-spread	10050
records/bounded@0.2/pcrec_263b013_vm-in-caps-simdna/bounded@0.2__pcrec_263b013_vm-in-caps-simdna__budu-ryzen1600__20260831T170425Z.jsonl	bounded	0.2	pcrec_263b013_vm-in-caps-simdna	budu-ryzen1600	2026-08-31T17:04:25Z	measured	10050
records/bounded@0.2/pcrec_a7e0bdf_auto-caps-simdna/bounded@0.2__pcrec_a7e0bdf_auto-caps-simdna__budu-ryzen1600__20260901T014700Z.jsonl	bounded	0.2	pcrec_a7e0bdf_auto-caps-simdna	budu-ryzen1600	2026-09-01T01:47:00Z	measured	9717
records/bounded@0.2/pcrec_a7e0bdf_auto-nocaps-simdna/bounded@0.2__pcrec_a7e0bdf_auto-nocaps-simdna__budu-ryzen1600__20260901T020840Z.jsonl	bounded	0.2	pcrec_a7e0bdf_auto-nocaps-simdna	budu-ryzen1600	2026-09-01T02:08:40Z	measured	9717
records/bounded@0.2/pcrec_a7e0bdf_vm-caps-simdna/bounded@0.2__pcrec_a7e0bdf_vm-caps-simdna__budu-ryzen1600__20260901T023137Z.jsonl	bounded	0.2	pcrec_a7e0bdf_vm-caps-simdna	budu-ryzen1600	2026-09-01T02:31:37Z	measured	10050
records/bounded@0.2/pcrec_a7e0bdf_vm-in-caps-simdna/bounded@0.2__pcrec_a7e0bdf_vm-in-caps-simdna__budu-ryzen1600__20260901T025303Z.jsonl	bounded	0.2	pcrec_a7e0bdf_vm-in-caps-simdna	budu-ryzen1600	2026-09-01T02:53:03Z	measured	10050
records/bounded@0.3/libpcre2_10.46_interp-caps-simdna/bounded@0.3__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260902T024548Z.jsonl	bounded	0.3	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-09-02T02:45:48Z	measured	21715
records/bounded@0.3/libpcre2_10.46_interp-caps-simdna/bounded@0.3__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260904T232830Z.jsonl	bounded	0.3	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-09-04T23:28:30Z	measured	21715
records/bounded@0.3/libpcre2_10.46_jit-caps-simdna/bounded@0.3__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260902T032805Z.jsonl	bounded	0.3	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-09-02T03:28:05Z	measured	21715
records/bounded@0.3/libpcre2_10.46_jit-caps-simdna/bounded@0.3__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260905T001408Z.jsonl	bounded	0.3	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-09-05T00:14:08Z	measured	21715
records/bounded@0.3/pcrec_1989c62_auto-caps-simdna/bounded@0.3__pcrec_1989c62_auto-caps-simdna__budu-ryzen1600__20260902T035759Z.jsonl	bounded	0.3	pcrec_1989c62_auto-caps-simdna	budu-ryzen1600	2026-09-02T03:57:59Z	measured	21422
records/bounded@0.3/pcrec_1989c62_auto-caps-simdna_cc-clang/bounded@0.3__pcrec_1989c62_auto-caps-simdna_cc-clang__budu-ryzen1600__20260902T100831Z.jsonl	bounded	0.3	pcrec_1989c62_auto-caps-simdna_cc-clang	budu-ryzen1600	2026-09-02T10:08:31Z	measured	21422
records/bounded@0.3/pcrec_1989c62_auto-caps-simdna_cc-clang/bounded@0.3__pcrec_1989c62_auto-caps-simdna_cc-clang__budu-ryzen1600__20260903T092843Z.jsonl	bounded	0.3	pcrec_1989c62_auto-caps-simdna_cc-clang	budu-ryzen1600	2026-09-03T09:28:43Z	measured	21422
records/bounded@0.3/pcrec_1989c62_auto-nocaps-simdna/bounded@0.3__pcrec_1989c62_auto-nocaps-simdna__budu-ryzen1600__20260902T044248Z.jsonl	bounded	0.3	pcrec_1989c62_auto-nocaps-simdna	budu-ryzen1600	2026-09-02T04:42:48Z	measured	21422
records/bounded@0.3/pcrec_1989c62_auto-nocaps-simdna_cc-clang/bounded@0.3__pcrec_1989c62_auto-nocaps-simdna_cc-clang__budu-ryzen1600__20260902T130628Z.jsonl	bounded	0.3	pcrec_1989c62_auto-nocaps-simdna_cc-clang	budu-ryzen1600	2026-09-02T13:06:28Z	measured	21422
records/bounded@0.3/pcrec_1989c62_vm-caps-simdna/bounded@0.3__pcrec_1989c62_vm-caps-simdna__budu-ryzen1600__20260902T052525Z.jsonl	bounded	0.3	pcrec_1989c62_vm-caps-simdna	budu-ryzen1600	2026-09-02T05:25:25Z	measured	21930
records/bounded@0.3/pcrec_1989c62_vm-caps-simdna_cc-clang/bounded@0.3__pcrec_1989c62_vm-caps-simdna_cc-clang__budu-ryzen1600__20260902T135528Z.jsonl	bounded	0.3	pcrec_1989c62_vm-caps-simdna_cc-clang	budu-ryzen1600	2026-09-02T13:55:28Z	measured	21930
records/bounded@0.3/pcrec_1989c62_vm-in-caps-simdna/bounded@0.3__pcrec_1989c62_vm-in-caps-simdna__budu-ryzen1600__20260902T061327Z.jsonl	bounded	0.3	pcrec_1989c62_vm-in-caps-simdna	budu-ryzen1600	2026-09-02T06:13:27Z	measured	21930
records/bounded@0.3/pcrec_288d505_auto-caps-simdna/bounded@0.3__pcrec_288d505_auto-caps-simdna__budu-ryzen1600__20260905T004759Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna	budu-ryzen1600	2026-09-05T00:47:59Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-caps-simdna/bounded@0.3__pcrec_288d505_auto-caps-simdna__budu-ryzen1600__20260905T041050Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna	budu-ryzen1600	2026-09-05T04:10:50Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-caps-simdna_cc-clang/bounded@0.3__pcrec_288d505_auto-caps-simdna_cc-clang__budu-ryzen1600__20260905T045054Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna_cc-clang	budu-ryzen1600	2026-09-05T04:50:54Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-caps-simdna_cf-align-functions-64/bounded@0.3__pcrec_288d505_auto-caps-simdna_cf-align-functions-64__budu-ryzen1600__20260905T053850Z.jsonl	bounded	0.3	pcrec_288d505_auto-caps-simdna_cf-align-functions-64	budu-ryzen1600	2026-09-05T05:38:50Z	measured	21422
records/bounded@0.3/pcrec_288d505_auto-nocaps-simdna/bounded@0.3__pcrec_288d505_auto-nocaps-simdna__budu-ryzen1600__20260905T013023Z.jsonl	bounded	0.3	pcrec_288d505_auto-nocaps-simdna	budu-ryzen1600	2026-09-05T01:30:23Z	measured	21422
records/bounded@0.3/pcrec_288d505_vm-caps-simdna/bounded@0.3__pcrec_288d505_vm-caps-simdna__budu-ryzen1600__20260905T021249Z.jsonl	bounded	0.3	pcrec_288d505_vm-caps-simdna	budu-ryzen1600	2026-09-05T02:12:49Z	measured	21930
records/bounded@0.3/pcrec_288d505_vm-in-caps-simdna/bounded@0.3__pcrec_288d505_vm-in-caps-simdna__budu-ryzen1600__20260905T025954Z.jsonl	bounded	0.3	pcrec_288d505_vm-in-caps-simdna	budu-ryzen1600	2026-09-05T02:59:54Z	measured	21930
records/bounded@0.3/pcrec_334fd10e_auto-caps-simdna/bounded@0.3__pcrec_334fd10e_auto-caps-simdna__budu-ryzen1600__20260905T090305Z.jsonl	bounded	0.3	pcrec_334fd10e_auto-caps-simdna	budu-ryzen1600	2026-09-05T09:03:05Z	measured	21422
records/bounded@0.3/pcrec_334fd10e_auto-caps-simdna_cc-clang/bounded@0.3__pcrec_334fd10e_auto-caps-simdna_cc-clang__budu-ryzen1600__20260905T103407Z.jsonl	bounded	0.3	pcrec_334fd10e_auto-caps-simdna_cc-clang	budu-ryzen1600	2026-09-05T10:34:07Z	measured	21422
records/bounded@0.3/pcrec_334fd10e_vm-caps-simdna/bounded@0.3__pcrec_334fd10e_vm-caps-simdna__budu-ryzen1600__20260905T094810Z.jsonl	bounded	0.3	pcrec_334fd10e_vm-caps-simdna	budu-ryzen1600	2026-09-05T09:48:10Z	measured	21930
records/email-specimen@0.1/libpcre2_10.46_interp-caps-simdna/email-specimen@0.1__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260825T062213Z.jsonl	email-specimen	0.1	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-25T06:22:13Z	measured	1660
records/email-specimen@0.1/libpcre2_10.46_interp-caps-simdna/email-specimen@0.1__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260825T173402Z.jsonl	email-specimen	0.1	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-25T17:34:02Z	inconclusive-load	1660
records/email-specimen@0.1/libpcre2_10.46_interp-caps-simdna/email-specimen@0.1__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260825T221651Z.jsonl	email-specimen	0.1	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-25T22:16:51Z	measured	1660
records/email-specimen@0.1/libpcre2_10.46_jit-caps-simdna/email-specimen@0.1__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260825T062944Z.jsonl	email-specimen	0.1	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-25T06:29:44Z	measured	1660
records/email-specimen@0.1/libpcre2_10.46_jit-caps-simdna/email-specimen@0.1__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260825T174132Z.jsonl	email-specimen	0.1	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-25T17:41:32Z	measured	1660
records/email-specimen@0.1/pcrec_692c2e8_auto-caps-simdna/email-specimen@0.1__pcrec_692c2e8_auto-caps-simdna__budu-ryzen1600__20260825T175131Z.jsonl	email-specimen	0.1	pcrec_692c2e8_auto-caps-simdna	budu-ryzen1600	2026-08-25T17:51:31Z	inconclusive-load	1670
records/email-specimen@0.1/pcrec_692c2e8_auto-caps-simdna/email-specimen@0.1__pcrec_692c2e8_auto-caps-simdna__budu-ryzen1600__20260825T222422Z.jsonl	email-specimen	0.1	pcrec_692c2e8_auto-caps-simdna	budu-ryzen1600	2026-08-25T22:24:22Z	measured	1670
records/email-specimen@0.1/pcrec_692c2e8_auto-nocaps-simdna/email-specimen@0.1__pcrec_692c2e8_auto-nocaps-simdna__budu-ryzen1600__20260825T175534Z.jsonl	email-specimen	0.1	pcrec_692c2e8_auto-nocaps-simdna	budu-ryzen1600	2026-08-25T17:55:34Z	inconclusive-load	1670
records/email-specimen@0.1/pcrec_692c2e8_auto-nocaps-simdna/email-specimen@0.1__pcrec_692c2e8_auto-nocaps-simdna__budu-ryzen1600__20260825T222840Z.jsonl	email-specimen	0.1	pcrec_692c2e8_auto-nocaps-simdna	budu-ryzen1600	2026-08-25T22:28:40Z	measured	1670
records/email-specimen@0.1/pcrec_692c2e8_vm-caps-simdna/email-specimen@0.1__pcrec_692c2e8_vm-caps-simdna__budu-ryzen1600__20260825T175933Z.jsonl	email-specimen	0.1	pcrec_692c2e8_vm-caps-simdna	budu-ryzen1600	2026-08-25T17:59:33Z	measured	1670
records/email-specimen@0.1/pcrec_692c2e8_vm-in-caps-simdna/email-specimen@0.1__pcrec_692c2e8_vm-in-caps-simdna__budu-ryzen1600__20260825T180451Z.jsonl	email-specimen	0.1	pcrec_692c2e8_vm-in-caps-simdna	budu-ryzen1600	2026-08-25T18:04:51Z	measured	1670
records/email-specimen@0.1/pcrec_8da6120_auto-caps-simdna/email-specimen@0.1__pcrec_8da6120_auto-caps-simdna__budu-ryzen1600__20260825T065046Z.jsonl	email-specimen	0.1	pcrec_8da6120_auto-caps-simdna	budu-ryzen1600	2026-08-25T06:50:46Z	measured	1670
records/email-specimen@0.1/pcrec_8da6120_auto-nocaps-simdna/email-specimen@0.1__pcrec_8da6120_auto-nocaps-simdna__budu-ryzen1600__20260825T063943Z.jsonl	email-specimen	0.1	pcrec_8da6120_auto-nocaps-simdna	budu-ryzen1600	2026-08-25T06:39:43Z	measured	1670
records/email-specimen@0.1/pcrec_8da6120_vm-caps-simdna/email-specimen@0.1__pcrec_8da6120_vm-caps-simdna__budu-ryzen1600__20260825T064436Z.jsonl	email-specimen	0.1	pcrec_8da6120_vm-caps-simdna	budu-ryzen1600	2026-08-25T06:44:36Z	measured	1670
records/email-specimen@0.2/libpcre2_10.46_interp-caps-simdna/email-specimen@0.2__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260828T145051Z.jsonl	email-specimen	0.2	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-28T14:50:51Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_interp-caps-simdna/email-specimen@0.2__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260829T184841Z.jsonl	email-specimen	0.2	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-29T18:48:41Z	inconclusive-load	2520
records/email-specimen@0.2/libpcre2_10.46_interp-caps-simdna/email-specimen@0.2__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260829T203945Z.jsonl	email-specimen	0.2	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-29T20:39:45Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_interp-caps-simdna/email-specimen@0.2__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260830T131028Z.jsonl	email-specimen	0.2	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-08-30T13:10:28Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_interp-caps-simdna/email-specimen@0.2__libpcre2_10.46_interp-caps-simdna__budu-ryzen1600__20260902T075326Z.jsonl	email-specimen	0.2	libpcre2_10.46_interp-caps-simdna	budu-ryzen1600	2026-09-02T07:53:26Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_jit-caps-simdna/email-specimen@0.2__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260828T141718Z.jsonl	email-specimen	0.2	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-28T14:17:18Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_jit-caps-simdna/email-specimen@0.2__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260829T190658Z.jsonl	email-specimen	0.2	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-29T19:06:58Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_jit-caps-simdna/email-specimen@0.2__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260830T131859Z.jsonl	email-specimen	0.2	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-08-30T13:18:59Z	measured	2520
records/email-specimen@0.2/libpcre2_10.46_jit-caps-simdna/email-specimen@0.2__libpcre2_10.46_jit-caps-simdna__budu-ryzen1600__20260902T080213Z.jsonl	email-specimen	0.2	libpcre2_10.46_jit-caps-simdna	budu-ryzen1600	2026-09-02T08:02:13Z	measured	2520
records/email-specimen@0.2/pcrec_1989c62_auto-caps-simdna/email-specimen@0.2__pcrec_1989c62_auto-caps-simdna__budu-ryzen1600__20260902T081329Z.jsonl	email-specimen	0.2	pcrec_1989c62_auto-caps-simdna	budu-ryzen1600	2026-09-02T08:13:29Z	measured	2535
records/email-specimen@0.2/pcrec_1989c62_auto-nocaps-simdna/email-specimen@0.2__pcrec_1989c62_auto-nocaps-simdna__budu-ryzen1600__20260902T081837Z.jsonl	email-specimen	0.2	pcrec_1989c62_auto-nocaps-simdna	budu-ryzen1600	2026-09-02T08:18:37Z	measured	2535
records/email-specimen@0.2/pcrec_1989c62_vm-caps-simdna/email-specimen@0.2__pcrec_1989c62_vm-caps-simdna__budu-ryzen1600__20260902T082347Z.jsonl	email-specimen	0.2	pcrec_1989c62_vm-caps-simdna	budu-ryzen1600	2026-09-02T08:23:47Z	measured	2535
records/email-specimen@0.2/pcrec_1989c62_vm-in-caps-simdna/email-specimen@0.2__pcrec_1989c62_vm-in-caps-simdna__budu-ryzen1600__20260902T082959Z.jsonl	email-specimen	0.2	pcrec_1989c62_vm-in-caps-simdna	budu-ryzen1600	2026-09-02T08:29:59Z	measured	2535
