pattern	subject	regime	expected	start	end	nmatches	method	oracle
ipv4-near-miss	cg-number	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	cg-string-escape	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	cg-key-colon	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	br-doubled-word	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	br-tag-pair	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	br-tag-mismatch	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	br-palindrome	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	br-quoted-delim	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	br-dup-param	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-pwd-strong	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-pwd-weak	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-float-bound	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-float-dotted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-email-nodup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-email-dotdot	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-currency	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-negation-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	la-negation-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rec-parens-balanced	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rec-parens-unbalanced	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rec-array-define	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rec-comment-nested	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rec-tag-depth3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-email-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-email-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-trim-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-trim-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-evil-alt-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-evil-alt-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-numeric-id-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-numeric-id-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-phone-list-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	rd-date-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	sd-router-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	sd-fileext-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	sd-keyword-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	sd-empty-alt-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	sd-empty-alt-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	sd-dollar-nl	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	nu-high-byte	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	nu-mojibake	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	nu-lead-no-cont	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	nu-lead-with-cont	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	floor-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	t-64k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	t-256k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
ipv4-near-miss	t-1m	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-email	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-ipv4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-ipv4-oor	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-us-zip	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-us-zip-plus4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-uuid-valid	search_short	match	0	36	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	v-uuid-badnibble	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-num-neg-dec	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-num-leadzero	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-quoted-escaped	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-winpath	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-winpath-reserved	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-syslog	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-atomic-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	lp-atomic-nonmatch	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	waf-dbnames	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	waf-sleep	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	waf-union	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	waf-concat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	waf-comment-obfuscation	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	waf-benign	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sec-aws-key	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sec-github-pat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sec-slack-webhook	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sec-userpass	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	dt-iso8601	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	dt-prose-month	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	cg-array-begin	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	cg-constant	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	cg-object-begin	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	cg-number	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	cg-string-escape	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	cg-key-colon	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	br-doubled-word	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	br-tag-pair	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	br-tag-mismatch	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	br-palindrome	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	br-quoted-delim	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	br-dup-param	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-pwd-strong	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-pwd-weak	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-float-bound	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-float-dotted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-email-nodup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-email-dotdot	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-currency	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-negation-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	la-negation-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rec-parens-balanced	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rec-parens-unbalanced	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rec-array-define	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rec-comment-nested	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rec-tag-depth3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-email-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-email-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-trim-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-trim-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-evil-alt-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-evil-alt-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-numeric-id-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-numeric-id-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-phone-list-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	rd-date-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sd-router-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sd-fileext-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sd-keyword-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sd-empty-alt-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sd-empty-alt-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	sd-dollar-nl	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	nu-high-byte	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	nu-mojibake	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	nu-lead-no-cont	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	nu-lead-with-cont	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	floor-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	t-64k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	t-256k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
uuid-near-miss	t-1m	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-email	search_short	match	0	24	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-ipv4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-ipv4-oor	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-us-zip	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-us-zip-plus4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-uuid-valid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	v-uuid-badnibble	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-num-neg-dec	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-num-leadzero	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-quoted-escaped	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-winpath	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-winpath-reserved	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-syslog	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-atomic-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	lp-atomic-nonmatch	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	waf-dbnames	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	waf-sleep	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	waf-union	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	waf-concat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	waf-comment-obfuscation	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	waf-benign	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sec-aws-key	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sec-github-pat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sec-slack-webhook	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sec-userpass	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	dt-iso8601	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	dt-prose-month	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	cg-array-begin	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	cg-constant	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	cg-object-begin	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	cg-number	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	cg-string-escape	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	cg-key-colon	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	br-doubled-word	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	br-tag-pair	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	br-tag-mismatch	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	br-palindrome	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	br-quoted-delim	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	br-dup-param	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-pwd-strong	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-pwd-weak	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-float-bound	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-float-dotted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-email-nodup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-email-dotdot	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-currency	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-negation-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	la-negation-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rec-parens-balanced	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rec-parens-unbalanced	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rec-array-define	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rec-comment-nested	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rec-tag-depth3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-email-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-email-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-trim-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-trim-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-evil-alt-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-evil-alt-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-numeric-id-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-numeric-id-near-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-phone-list-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	rd-date-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sd-router-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sd-fileext-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sd-keyword-short	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sd-empty-alt-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sd-empty-alt-miss	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	sd-dollar-nl	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	nu-high-byte	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	nu-mojibake	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	nu-lead-no-cont	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	nu-lead-with-cont	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	floor-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	t-64k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	t-256k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
wild-validator-email-owasp	t-1m	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-email	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-ipv4	search_short	match	0	11	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-ipv4-oor	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-us-zip	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-us-zip-plus4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-uuid-valid	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	v-uuid-badnibble	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-num-neg-dec	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-num-leadzero	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-quoted-escaped	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-winpath	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-winpath-reserved	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-syslog	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-atomic-hit	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	lp-atomic-nonmatch	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	waf-dbnames	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	waf-sleep	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	waf-union	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	waf-concat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	waf-comment-obfuscation	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
wild-validator-ipv4-owasp	waf-benign	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
