pattern	subject	regime	expected	start	end	nmatches	method	oracle
anc-caret	t-256k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-caret	t-1m	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-cat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-CAT	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-Cat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-concat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-abc	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-abba	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-aaab	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-done-nl	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-nl-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-crlf-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-num	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-date	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-time	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-ident	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-kv	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-kv-tab	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-dup	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-tag	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-parens	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-parens-open	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-quoted	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-fx	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-hash	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-cafe	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-bell	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-prose	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-dup	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-order	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-tags	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-parens	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-kv	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-multi	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-crlf	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-case	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-quoted	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-latin1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-run	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-cat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-CAT	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-Cat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-concat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-abc	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-abba	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-aaab	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-done	search_short	match	5	9	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-done-nl	search_short	match	5	9	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-nl-done	search_short	match	5	9	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-item-crlf-done	search_short	match	6	10	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-num	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-date	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-time	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-ident	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-kv	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-kv-tab	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-dup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-tag	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-parens	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-parens-open	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-fx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-hash	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-cafe	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	f-bell	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-prose	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-dup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-order	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-tags	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-parens	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-kv	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-multi	search_short	match	18	22	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-crlf	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-case	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-latin1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	l-run	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-dollar	t-64k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-dollar	t-256k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-dollar	t-1m	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-A	f-cat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-CAT	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-Cat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-concat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-abc	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-abba	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-aaab	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item	match	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-done-nl	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-nl-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-crlf-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-num	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-date	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-time	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-ident	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-kv	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-kv-tab	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-dup	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-tag	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-parens	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-parens-open	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-quoted	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-fx	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-hash	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-cafe	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-bell	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-prose	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-dup	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-order	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-tags	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-parens	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-kv	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-multi	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-crlf	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-case	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-quoted	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-latin1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-run	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-cat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-CAT	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-Cat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-concat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-abc	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-abba	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-aaab	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-done	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-done-nl	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-nl-done	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-item-crlf-done	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-num	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-date	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-time	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-ident	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-kv	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-kv-tab	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-dup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-tag	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-parens	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-parens-open	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-fx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-hash	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-cafe	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	f-bell	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-prose	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-dup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-order	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-tags	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-parens	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-kv	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-multi	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-crlf	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-case	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-latin1	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	l-run	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-A	t-64k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-A	t-256k	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-A	t-1m	throughput	nomatch	-	-	0	libpcre2-differential	10.46 2025-08-27
anc-Z	f-cat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-CAT	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-Cat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-concat	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-abc	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-abba	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-aaab	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-done-nl	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-nl-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-crlf-done	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-num	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-date	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-time	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-ident	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-kv	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-kv-tab	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-dup	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-tag	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-parens	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-parens-open	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-quoted	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-fx	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-hash	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-cafe	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-bell	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-prose	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-dup	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-order	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-tags	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-parens	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-kv	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-multi	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-crlf	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-case	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-quoted	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-latin1	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	l-run	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-cat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-CAT	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-Cat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-concat	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-abc	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-abba	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-aaab	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-done	search_short	match	5	9	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-done-nl	search_short	match	5	9	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-nl-done	search_short	match	5	9	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-item-crlf-done	search_short	match	6	10	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-num	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-date	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-time	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-ident	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-kv	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-kv-tab	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-dup	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-tag	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-parens	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-parens-open	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-quoted	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-fx	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-hash	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
anc-Z	f-cafe	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
