pattern	subject	regime	expected	start	end	nmatches	method	oracle
year4	r-00017	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00036	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00037	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00256	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00257	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-04096	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-16384	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	d-00016	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	d-00017	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	d-00027	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	d-00028	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	d-00256	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-year-4	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
year4	f-year-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-year-5	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
year4	f-hex-32	search_short	match	1	5	-	libpcre2-differential	10.46 2025-08-27
year4	f-hex-31	search_short	match	1	5	-	libpcre2-differential	10.46 2025-08-27
year4	f-hex-32g	search_short	match	1	5	-	libpcre2-differential	10.46 2025-08-27
year4	f-pw-8	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-pw-7	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-pw-64	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-pw-65	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-quad-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-quad-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-quad-4x	search_short	match	9	13	-	libpcre2-differential	10.46 2025-08-27
year4	f-mac-6	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-mac-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-csv-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	f-csv-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	l-00	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	l-01	search_short	match	30	34	-	libpcre2-differential	10.46 2025-08-27
year4	l-02	search_short	match	50	54	-	libpcre2-differential	10.46 2025-08-27
year4	l-03	search_short	match	36	40	-	libpcre2-differential	10.46 2025-08-27
year4	l-04	search_short	match	65	69	-	libpcre2-differential	10.46 2025-08-27
year4	l-05	search_short	match	80	84	-	libpcre2-differential	10.46 2025-08-27
year4	l-06	search_short	match	53	57	-	libpcre2-differential	10.46 2025-08-27
year4	l-07	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	l-08	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	l-09	search_short	match	296	300	-	libpcre2-differential	10.46 2025-08-27
year4	l-10	search_short	match	83	87	-	libpcre2-differential	10.46 2025-08-27
year4	l-11	search_short	match	47	51	-	libpcre2-differential	10.46 2025-08-27
year4	r-00016	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00017	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00036	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00037	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00256	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	r-00257	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
year4	d-00016	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
year4	d-00017	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
year4	d-00027	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
year4	d-00028	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
year4	d-00256	search_short	match	0	4	-	libpcre2-differential	10.46 2025-08-27
hex32	f-year-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-year-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-year-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-hex-32	match	match	0	32	-	libpcre2-differential	10.46 2025-08-27
hex32	f-hex-31	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-hex-32g	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-8	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-7	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-64	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-65	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-quad-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-quad-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-quad-4x	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-mac-6	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-mac-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-csv-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-csv-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-00	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-01	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-02	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-03	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-04	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-05	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-06	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-07	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-08	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-09	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-10	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-11	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00016	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00017	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00036	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00037	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00256	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00257	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-04096	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-16384	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00016	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00017	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00027	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00028	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00256	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-year-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-year-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-year-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-hex-32	search_short	match	0	32	-	libpcre2-differential	10.46 2025-08-27
hex32	f-hex-31	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-hex-32g	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-8	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-7	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-64	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-pw-65	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-quad-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-quad-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-quad-4x	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-mac-6	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-mac-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-csv-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	f-csv-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-00	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-01	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-02	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-03	search_short	match	36	68	-	libpcre2-differential	10.46 2025-08-27
hex32	l-04	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-05	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-06	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-07	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-08	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-09	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-10	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	l-11	search_short	match	47	79	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00016	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00017	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00036	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00037	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00255	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00256	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	r-00257	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00016	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00017	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00027	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00028	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
hex32	d-00256	search_short	match	0	32	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-year-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-year-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-year-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-hex-32	match	match	0	32	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-hex-31	match	match	0	31	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-hex-32g	match	match	0	32	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-8	match	match	0	8	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-7	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-64	match	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-65	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-quad-4	match	match	0	12	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-quad-3	match	match	0	8	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-quad-4x	match	match	0	13	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-mac-6	match	match	0	17	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-mac-5	match	match	0	14	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-csv-5	match	match	0	19	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-csv-4	match	match	0	15	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-00	match	match	0	43	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-01	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-02	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-03	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-04	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-05	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-06	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-07	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-08	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-09	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-10	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-11	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00016	match	match	0	16	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00017	match	match	0	17	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00036	match	match	0	36	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00037	match	match	0	37	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00255	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00256	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00257	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-04096	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-16384	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00016	match	match	0	16	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00017	match	match	0	17	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00027	match	match	0	27	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00028	match	match	0	28	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00256	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-year-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-year-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-year-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-hex-32	search_short	match	0	32	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-hex-31	search_short	match	0	31	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-hex-32g	search_short	match	0	32	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-8	search_short	match	0	8	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-7	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-64	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-pw-65	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-quad-4	search_short	match	0	12	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-quad-3	search_short	match	0	8	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-quad-4x	search_short	match	0	13	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-mac-6	search_short	match	0	17	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-mac-5	search_short	match	0	14	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-csv-5	search_short	match	0	19	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	f-csv-4	search_short	match	0	15	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-00	search_short	match	0	43	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-01	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-02	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-03	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-04	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-05	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-06	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-07	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-08	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-09	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-10	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	l-11	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00016	search_short	match	0	16	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00017	search_short	match	0	17	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00036	search_short	match	0	36	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00037	search_short	match	0	37	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00255	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00256	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	r-00257	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00016	search_short	match	0	16	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00017	search_short	match	0	17	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00027	search_short	match	0	27	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00028	search_short	match	0	28	-	libpcre2-differential	10.46 2025-08-27
pw-8-64	d-00256	search_short	match	0	64	-	libpcre2-differential	10.46 2025-08-27
line-80	f-year-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-year-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-year-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-hex-32	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-hex-31	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-hex-32g	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-8	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-7	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-64	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-65	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-quad-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-quad-3	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-quad-4x	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-mac-6	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-mac-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-csv-5	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-csv-4	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	l-00	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	l-01	match	match	0	147	-	libpcre2-differential	10.46 2025-08-27
line-80	l-02	match	match	0	595	-	libpcre2-differential	10.46 2025-08-27
line-80	l-03	match	match	0	971	-	libpcre2-differential	10.46 2025-08-27
line-80	l-04	match	match	0	505	-	libpcre2-differential	10.46 2025-08-27
line-80	l-05	match	match	0	998	-	libpcre2-differential	10.46 2025-08-27
line-80	l-06	match	match	0	304	-	libpcre2-differential	10.46 2025-08-27
line-80	l-07	match	match	0	151	-	libpcre2-differential	10.46 2025-08-27
line-80	l-08	match	match	0	134	-	libpcre2-differential	10.46 2025-08-27
line-80	l-09	match	match	0	402	-	libpcre2-differential	10.46 2025-08-27
line-80	l-10	match	match	0	255	-	libpcre2-differential	10.46 2025-08-27
line-80	l-11	match	match	0	883	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00016	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00017	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00036	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00037	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00255	match	match	0	255	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00256	match	match	0	256	-	libpcre2-differential	10.46 2025-08-27
line-80	r-00257	match	match	0	257	-	libpcre2-differential	10.46 2025-08-27
line-80	r-04096	match	match	0	4096	-	libpcre2-differential	10.46 2025-08-27
line-80	r-16384	match	match	0	16384	-	libpcre2-differential	10.46 2025-08-27
line-80	d-00016	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	d-00017	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	d-00027	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	d-00028	match	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	d-00256	match	match	0	256	-	libpcre2-differential	10.46 2025-08-27
line-80	f-year-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-year-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-year-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-hex-32	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-hex-31	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-hex-32g	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-8	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-7	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-64	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-pw-65	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-quad-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-quad-3	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-quad-4x	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-mac-6	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-mac-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-csv-5	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	f-csv-4	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	l-00	search_short	nomatch	-	-	-	libpcre2-differential	10.46 2025-08-27
line-80	l-01	search_short	match	0	147	-	libpcre2-differential	10.46 2025-08-27
line-80	l-02	search_short	match	0	595	-	libpcre2-differential	10.46 2025-08-27
line-80	l-03	search_short	match	0	971	-	libpcre2-differential	10.46 2025-08-27
line-80	l-04	search_short	match	0	505	-	libpcre2-differential	10.46 2025-08-27
line-80	l-05	search_short	match	0	998	-	libpcre2-differential	10.46 2025-08-27
line-80	l-06	search_short	match	0	304	-	libpcre2-differential	10.46 2025-08-27
line-80	l-07	search_short	match	0	151	-	libpcre2-differential	10.46 2025-08-27
line-80	l-08	search_short	match	0	134	-	libpcre2-differential	10.46 2025-08-27
line-80	l-09	search_short	match	0	402	-	libpcre2-differential	10.46 2025-08-27
line-80	l-10	search_short	match	0	255	-	libpcre2-differential	10.46 2025-08-27
line-80	l-11	search_short	match	0	883	-	libpcre2-differential	10.46 2025-08-27
